レビュー文, スコア
でも、妹の節子が真っ直ぐに育ったお嬢さんなんだって思うと・・、そういうのに弱いので、この戦争さえなければ、この家族も軍人のお父さんと優しいお母さん、お兄ちゃんがいて、そして甘えん坊の節子は、いつまでも裕福で恵まれた人生を歩いていたのかなと思うとやるせない, 104.417761
でも、妹の節子が真っ直ぐに育ったお嬢さんなんだって思うと・・、そういうのに弱いので、この戦争さえなければ、この家族も軍人のお父さんと優しいお母さん、お兄ちゃんがいて、そして甘えん坊の節子は、いつまでも裕福で恵まれた人生を歩いていたのかなと思うとやるせない, 104.417761
お母さんはキュートで強くて逞しいし、ダッシュは水走りヤバイし、しかもヴァイオレットのバリアーとタッグ組んだ、バリアーダッシュはマジ興奮したし、オヤジはまさにヒーロー的な役割でカッコ良かったし、もう、ホント大満足, 102.380101
夫婦とも元スーパーヒーローという設定でも、夫は過去の栄光に恋々とし、妻は現在のふつーの生活にちゃんと適応していて、人々に賞賛され、脚光を浴びることにさほど未練はない, 101.399271
ヒーローでありながら、仕事で一旗挙げたい父親と家庭を守る母親となんともリアルな家族像でそのギャップがたまらなく面白かった, 99.480182
ただ、アクションに力を注ぎすぎたのか、家族愛という題材はありきたりだし、ピクサー独特の皮肉というか毒の効いた笑いは若干少なめな感じでやや食い足りなかった, 95.192074
しかしそこで描かれるものは、「ファインディング・ニモ」から更に一歩進んだ、家族愛と家族の団結、そしてそこから生み出されるスーパー・パワー, 94.347600
ファンタジーがウリであった一連の作品からよりリアリティのある心理描写へと変わった設定なり構成は、近年に見られる日本アニメよりも余程濃い内容だが、個人的には人間を主軸に描いたCG作品と言うものに、あまり魅力を感じなかった, 92.051793
でも、家族愛というか、妹のことを気遣う清太の気持ち、兄を慕う節子の姿に心を打たれた, 91.476590
でも、家族愛というか、妹のことを気遣う清太の気持ち、兄を慕う節子の姿に心を打たれた, 91.476590
後半の入りで、一度家族を自分のバリアーで守る事の出来なかったヴァイオレットの成長をさり気なく描いたあのシーンはまさに感動の一言です, 90.621156
ピクサーが作る人間のお話でヒーロー物というだけで期待していました, 87.757543
原作はダフネ・デュ＝モーリアの別にどうということもナイ短編小説だが、例によってヒッチ先生（と脚本のエヴァン・ハンターことエド・マクベイン）は”鳥が何故か突如ヒトに襲いかかってくる”という一点のみに絞ってほぼ完全オリジナルストーリーに昇華させている, 87.737879
もともとバートンファンというわけではないので、初期作品に思い入れがあるわけではありませんが、バートンらしさというのが、けして結末が描かれない背景としての孤独であったと思う私にとっては、なんともすっきりさせすぎるこの作品に魅力を感じないのです, 86.006283
これ以前にこころ優しい家族思いの少年を表現していたのに、家族のために使うのではなく自分のために使う（まぁ、そうしないと映画が始まりませんが･･･（汗））, 84.049375
今まで色んなアニメ映画を見て、人にすすめたくなるほど面白いと思ったことは１度も無かったけれど、この映画はぜひおすすめしたい♪「こんなグロテスクなキャラでも、映画を見終わった後にはカワイイと思うのだろうな」と思いながら見ていたが、映画は最高だったのにキャラクターのグッズが欲しいと思うほどの愛着は持てなかったので１点減点, 83.827804
何も考えないでただボーっと観るならもしかしたら楽しいのかもしれないけど・・・ジョニーの役作りと音楽は最高です♪前作「ビッグ・フィッシュ」以上のモノを期待しつつ、万全の体制で劇場に向かったものの、（「ビッグ・フィッシュ」と同じ路線を求めていた者としては）完全に肩すかしを食らってしまった, 83.656341
イラスティガール時代のインクレディブル夫人の髪はサラサラで滑らかでしたが家庭に入ったあとは子育てが忙しいのか髪に手入れがあまりいき届いておらず生活感を感じました, 82.244622
このセンスが一番怖いかも・・・鳥よー鳥よー鳥たちよー今観ても地味ですね, 81.151021
世の中を守ることしか知らなかった彼が、身近な家族を守ることで、ヒーローとしてだけでなく、父親の誇りも取り戻して復活していく, 80.853315
家族５人が自分のスーパーパワーを状況に応じて絶妙に発揮し、みんなで悪を倒すっていう分かりやすい話です, 80.783637
ＣＧとしての完成度もさることながら、ストーリーが面白い、起承転結がちゃんと出来ているし、スーパー家族が互いに思い助け合う姿は意外に泣ける, 79.497047
まぁ～俺的には３０年近くたった今でも私の中ではこのホラーを越すホラー映画は今だに出ていない「しかしあの時代によくこれだけの映画を撮ったなぁ～」とひたすら感心, 77.267513
そしてバートンが狙った悪趣味で大げさな笑いを、ジョニーが十二分に理解した上で、滑ることなくきちんと観客に表現していちいちつぼにはめてくれるって事, 76.952311
（猫やら犬やらには表情（感情）が見えますが、鳥は目に表情がないので）その鳥の無機質なこわさが、映画全体に流れる無機質で淡々としたトーンとうまくマッチしていたかと思います, 76.236051
このティム・バートンとジョニー・デップのコンビだが、どの作品も評価できるのだが、どうも私は好きになれない, 75.810958
しかしながら、主演女優ばかりか、ジェシカ・タンディにも車を運転させているところなど、女の車の運転シーンへのこだわりは健在だし、その合成の仕方も９年前の「泥棒成金」と変わっていないところなど、職人の頑固さが感じられたのは微笑ましかった, 75.084941
本当に怖かったのは以前このビデオテープを借りたとき（高校生の頃）ビデオカセットをデッキに入れた瞬間、家のブレーカーが落ちた（真面目に本当の話）今さらコメントするまでもないオカルト映画の最高傑作, 74.807391
しかも単なるマジメではなくヒーローものの遊び心もきちんと備わっていて、個性豊かな登場人物や荒唐無稽かつかっこいいシンドロームの秘密基地などにそれはよく現れています, 73.874278
それでいて監督をはじめとする制作陣の原作への深いリスペクトがバートン一流のこだわりとなって作品中に満ちていて、双方のファンである私は始めから終わりまで感激の思いが絶えなかった, 71.942512
鳥って、１羽だけなら別に怖くもないし、むしろ可愛いと思ったりしますが、これが２羽、３羽、４羽、５羽と段々と増えるつれ、恐ろしくなるという人間の心理をヒッチコック監督は描きたかったのではないかと私は思っています, 69.858982
個々のエピソードを元に一本作れる（実際パクられて数多く作られている）位のネタが満載で、全体的に格調高く、オカルトゴシック映画の中では今でも最高傑作だと思っています, 69.806148
思うに、ティム・バートンにとっての「ビッグ・フィッシュ」とは、自らのアイデンティティを懸けたという意味で、スティーヴン・スピルバーグ監督でいうところの「シンドラーのリスト」に相当するものではないか, 68.121463
久々にバートン×デップのコンビ復活ということで、かなり期待していたのですが・・・これはもう期待以上の面白さでしたよ, 66.522652
正義と悪の戦いだけでなく、家族愛や笑いなどなど見所満載で最後まで楽しめた, 65.972275
子供ができてからのティム･バートンって、なんか説教くさくなっちゃったよなぁ･･･自分がもうちょっと幼い時に見たらもっと楽しめたのかなぁという感じ, 65.413560
スーパーヒーローはやっぱりああでなくちゃ、と年寄りが得心しているのがおかしい, 64.377516
今回、たまたま吹き替え版で見たけど、事前に吹き替えが「三浦友和」という事を知った上で意識して観てなお「三浦友和, 64.253922
ただやっぱり今までのティムさんの映画にはなかったアイロニックな部分が多く含まれていて、その点では大人から子供まで楽しめる、いわばスパイスの効いたコメディーだという印象を受けました, 63.899170
で、映画作品ですが、ともすれば少女リーガン役のリンダブレアの迫真の演技が注目されがちですが、これはエクソシズムに従事することになる２人の神父が主役でしょう, 63.599074
せっかくなので日本語吹替えで観ましたが、三浦友和も黒木瞳も予想以上の演技の上手さに感心しました, 63.591130
脚本の出来がまず完璧で、感動話を突然ねじこんで無理やり感動させるようなことはせず、感情的な伏線をどうやって張っていくか、観客を興奮させるにはどういう紆余曲折でクライマックスに持っていけばいいのかが完璧に計算されています, 62.880246
チャーリーのチョコレート工場への期待と同調するかのように、映画のこれからの展開に見ている僕も期待が高まってきた, 61.543473
この映画では、悪者につかまった家族を救い、子供たちの成長を促すのは、父親じゃなくて母親のほうなのである, 61.415036
最初のほうの、ヒーローの15年後ってのが微妙にリアルで面白かった, 61.347641
個人的にイラスティ・ガールの性格と容姿がツボだったので、１点プラスで９点にさせていただきます, 61.261442
その過程で、ダメサラリーマンだった父親を小バカにしていた子供たちも、彼のほんとうの男らしさや能力に気づいて、再び父親を尊敬する、みたいなのがあって, 60.686078
今、我々日本国民が豊かに暮らせるのは、当時日本国のために“戦い”“働き”“犠牲になった”方々のお陰であると実感できる作品, 60.215217
今、我々日本国民が豊かに暮らせるのは、当時日本国のために“戦い”“働き”“犠牲になった”方々のお陰であると実感できる作品, 60.215217
工場の話よりウォンカの父親とのストーリーが感動的で好きでした, 58.775407
で、そんな中で個人的に一番好きな場面は、ラストで家族を守ったヴァイオレットのあのバリアー, 58.451257
誕生日プレゼントのチョコをみんなで分け合う心優しい少年が、拾ったお金でチョコを買うとは、おまえも他の４人と変わらんじゃないかと言いたくなるが、それは置いといて····, 58.358150
情報の選択も自分では充分にできるわけでもない、思考力も充分でない小さい子供にこれを観せるとどうなるか、まあとにかく一度冷静に観なおして考えたほうがいいですよ, 58.258642
情報の選択も自分では充分にできるわけでもない、思考力も充分でない小さい子供にこれを観せるとどうなるか、まあとにかく一度冷静に観なおして考えたほうがいいですよ, 58.258642
ディズニー作品のように親子で見て道徳心を育てるという風でもなく、ただ単に良い子にしている子供にだけ幸運が訪れるのだと諭すにしてはあちこちで表現がグロテスク過ぎて子供が泣くぞ, 57.767210
ヒーローファミリーの活躍だけではなく、絆もきちんと描いていて好感, 57.469761
夢のチョコレート工場と比べてしまうと、細かい部分はCGで前作よりは・・・細かいだけで、いいとはいえない, 56.006506
「アドルフの画集」で若き日のヒットラー役を演じた俳優がお父さん役で、これが底抜けにいい人を演じていたのも個人的には泣き所だった, 55.977085
無欲が一番ってことかぁ～～（笑）昔、学校の図書館で特に人気のある児童書が「チョコレート工場のひみつ」だった, 55.494552
お馴染みのBGMや、リーガン役リンダ・ブレアの熱演など良かった点もいろいろ思いつくものの、全体としてはそれほど面白いとは思えなかった, 55.403907
私はもともと原作ファンなので、今回の映画化で前回の映画化で不満だった部分がどのくらい解消されるかなとか、逆に不満が出たりするかなといろいろ考えつつ見ましたが、後半のオリジナルな部分も含めて、もう満点献上です, 55.334019
お子様向けのストーリーの中に、有名な映画やミュージシャンへのオマージュやブラックユーモア的演出が随所に込められていて、センスの良さをアピールしたい感が伝わってくる作品でした, 55.191791
曲がりなりにも一緒にイベントに参加した他の子供達が次々抹殺されて、他の親子の安全も確認せずに、残った自分が優勝ですと言われて「やったー有難う, 54.638158
工場に行くまでのくだりは非常に楽しめたんだけど、期待が高まり過ぎたか、工場ツアーが始まってからは次第にテンションが落ちる、下がる, 54.437090
自分的には「トイストーリー」「モンスターズインク」あたりがピクサーの一押しだったんですが、これが一番になりました, 52.570641
内容以上に、視聴終了後に山本晋也監督による制作話を拝聴、ＣＧ全盛の現代に考えられない工夫とかにおおいに感動, 52.369548
サミュエル・Ｌ・ジャクソンがアニメでもやっぱりクールにキメてくれたのは嬉しいし、出番は少ないものの予想以上に活躍してくれたので印象自体は悪くなかった, 52.174865
家族愛がテーマになるのは、世界中の家庭のパラダイムが崩壊しつつあることの裏返しと思う, 51.655606
これって、男勝りに活躍していても、しょせん女は家庭がお似合いで、女には夫の給料や出世、子供のしつけくらいしか悩みがない、という風に見えるな, 51.570604
三浦友和や、黒木瞳、宮迫などの本職じゃない声優キャストも、まったく違和感なかった, 51.454580
今観ればなんて事はないだろうが、70年代は今程の情報社会では無く刺激的なモノなんて無い時代でしたから、この映画が我々に与えた影響は大きかった…, 50.592609
個人的にはボブの怪力が、家族と戦う場面になると、より逞しく映るのが印象的だった, 50.485844
チャーリーの気分で一緒にゴールデンチケットを手に工場見学させていただきました, 50.483916
彼女にとっていやな思い出が残る作品であったが娘で女優のメラニー・グリフィスはヘドレンのこの作品での役柄メラニーから芸名をもらっている最後が、えっ, 50.268150
実行は別にして気持ち的には共感するところもあり、下ネタ満載・荒唐無稽ストーリーもそれなりに品と整合性が保たれていて、エンドロールまで退屈しないで見せてくれます, 50.118971
でも、ところどころで家族の能力を活かしたアクションがみられてそれは面白かったです, 49.740581
ジョニー・デップも前作では小奇麗な役をやっていたのと打って変わり、本作では本領発揮, 49.446288
先がみたいですね車のカーブと共に、カゴの中で右に左にとゆらゆら揺れるつがいのインコたちに掴みはＯＫでしたけど、アンド、ミッチィの家には普通に湾岸道路走って行けばいいのに、普通に着くのに、わざわざボートに乗った意味は何だったのだ, 49.329501
日本語吹き替えはまわりの子供が五月蠅くて正直うざいんだけど、初日だったせいもあり、子供達の爆笑が大いに映画を盛り上げた, 49.320962
チョコの川で泳ぎたい♪ジョニーデップもさることながら、キャスト勢が本当に素晴らしかった, 49.138444
冒頭の、工場内でチョコを製造する機械達を目の当たりにした瞬間、もう完全にバートンワールドへと引き込まれてしまいました, 49.069223
エンドロールの向こう側にはまだ彼らの世界が続いていて、あの家族達の活躍が続いているに違いない, 48.623735
人間ドラマであり超一流のホラー映画であるこの２面性がこの作品を名作たらしめているのではないだろうか, 48.439220
 あのチョコレート工場はこの世の常識では説明できない「夢の国」なのよ, 48.270715
原作の野坂先生、今はかなりやんちゃな大人でギャップを感じますが、お兄ちゃんがこうして育ってくれたことにホッとします, 48.172490
原作の野坂先生、今はかなりやんちゃな大人でギャップを感じますが、お兄ちゃんがこうして育ってくれたことにホッとします, 48.172490
バートンの最新作は常に最高傑作で、その奇跡は未だ終わることがない, 47.917580
シンドロームの最後にはちょっとすっきり出来ない部分が残ったけど、それまでは本当に楽しめたので次回作への期待も込めて９点, 46.744245
しかしこの作品が私が生まれる前に作られたと思うと、その後のホラー映画に与えた功績を称えて８点を差上げます, 46.221833
オカルトとかホラーで分類するのが失礼なほど気品に満ちた傑作です, 46.179979
お勧めです♪あらゆる面に於いて、ピクサーがこれまで手掛けてきた作品の集大成と言って過言ではない完成度, 45.876223
劇中ではそのような「おかしな家族愛」をちょっと観客が引くぐらいの勢いで軽快に叩き潰していました, 45.676564
ダールの詩をほぼ忠実に歌詞にして、ウンパルンパに唄わせた曲、１曲１曲が完成度高し, 45.121558
）なんとなく楽しい気分になれるし、映像も綺麗だし、なんだけど、ティム・バートン監督は、この映画で何を訴えたかったんだ, 45.085250
実はヒッチコック自身、養鶏場で育ったため、鳥に対し特別な感情があるとか, 44.909090
前半は家族紹介をし、無駄の無い土台をしっかりと作り上げ、後半に入れば、ほら、もう、最高, 44.888437
鳥が襲ってくる映像が凄かったものの、全体的には魅力が薄い作品, 44.689290
今までは、あのキッチュで悪趣味で人工的な、大人向け香辛料入りロリポップ風画面作りが生理的に好きになれなかったんだけど、ここまで面白さがジャストミートしてくれるなら話は別, 44.163975
はじめて見た頃は、霊現象、リーガンの様変りなど、アイデア満載のＡ級オカルト映画に興味津々でした, 43.982755
結果の良し悪しはともかくとして、私は兄、清太の取った行動の気持ちも少し理解できるような気がしました, 43.854371
結果の良し悪しはともかくとして、私は兄、清太の取った行動の気持ちも少し理解できるような気がしました, 43.854371
昔ジョニーデップがショコラっていう映画出てましたが、チョコ好きですねえ, 43.847866
そして、たとえとった行動が愚かではあっても、叢で並んで仲良くおしっこができるほどの幼い兄と妹の強い愛と絆をこそ伝えようとしたのではないのでしょうか, 43.521788
そして、たとえとった行動が愚かではあっても、叢で並んで仲良くおしっこができるほどの幼い兄と妹の強い愛と絆をこそ伝えようとしたのではないのでしょうか, 43.521788
 ヒーローのカッチョよさの描き方がイイッ, 43.454824
無名の監督と役者、1万5千ドルという低予算で作られた、という話題性がなければ、そんなにヒットはしなかったと思われるが、十分楽しめる作品であった, 43.369857
仮面の下でしか本当の自分になれないんですよね、この家族って, 43.045019
今までに見たバートン作品での中では一番, 42.748056
前のは１人１人違う人がウンパ・ルンパを演じてたのが個性的で面白かったのに今回はウンパ・ルンパ役の人が１人しか居ないしＰＣで複製しまくってたのが残念だった, 42.585052
結構自分の周りで評判が良かったので、たまにはこんなバカ映画も…という気持ちで観たのだが、想像していたよりもテンポが悪く、伏線の回収も驚くほどのものではない, 42.549237
テーマも分かりやすいし笑いあり、感動ありで子供から大人まで楽しめる, 42.532917
演出で映画館がチョコレートの香りで包まれていましたが、そんなことせずとも十分映画からチョコレートの香りが薫ってきました, 42.202289
あまりに感動して、もう最後らへんピクサーで働きたかった, 41.943504
僕がこの映画で唯一疑問に思った事があった、それはジャックジャックがラストで見せたあの能力, 41.943007
人物描写や周りの空気をここまで現実的にリアルにした映画はジブリ作品では最高峰に当たるものではないでしょうか, 41.768859
人物描写や周りの空気をここまで現実的にリアルにした映画はジブリ作品では最高峰に当たるものではないでしょうか, 41.768859
私はそんな物語的なことよりも、初めてこの原作を読んだ高畑勲は、なにより原作の持つ映像的魅力に喚起され、アニメイションで映画化したいと思い立ったのだと信じています, 41.725608
私はそんな物語的なことよりも、初めてこの原作を読んだ高畑勲は、なにより原作の持つ映像的魅力に喚起され、アニメイションで映画化したいと思い立ったのだと信じています, 41.725608
もっとレトロで夢のあるものを期待していたのだが、フタを開けてみれば近代的でハイテクな工場…, 41.714248
ところで、メリン神父を演じたマックス・フォン・シド－は、１９６５年公開の映画「最も偉大な生涯」でイエス・キリストを演じた俳優です, 41.409512
ヒロインの相手役の男の母親役の演技がインパクトありました, 41.361831
今の機械はもっとスマートで静かになっていますが、これも当時の最新技術で、日本ではまだまだ珍しい時代でした, 41.124995
ジョニー・デップがすごい、ディープ・ロイのインパクトが高い、劇中の音楽が良い, 41.039138
しかし偉大なヒッチコック先生に、子供の頃さんざん怖がらせてもらいましたので、8点, 40.967358
ハリウッドでリメイクを、との話もあったようですが、キャストの演技がすばらしいのでリメイクする意味がない事は見終わった後に理解できます, 40.752478
人間の葛藤をしっかり描いた、ホラーのカテゴリーでは収まりきれない傑作, 40.740162
その中で、ウォンカのお父さんとチャーリーのお父さんのポジションが気に入りました, 39.919733
SFの品格を上げたのは、始めのスターウォーズシリーズですが、ホラーの品格を上げたのは、”エクソシスト”ではないでしょうか, 39.818060
それにしても思うのは、役を完全に自分のモノにしたうえで好き勝手に暴れる様に演技する役者のパワーは最強なこと, 39.612365
当時は、アカデミー賞にノミネートされながらリンダ・ブレアの声が吹き替えだったことを理由に、ことごとく受賞を逃したとか, 39.183640
ブレアウィッチプロジェクトみたいにもしかしたら本当におきた事かもしれないという部分が作用して話題になったのではなかろうか, 38.740108
その合わせ技が説教臭くない家族愛を示していたように思える, 38.674743
それと、最後の車に乗り込むシーンで、はじめて母親のやすらかな顔が映し出されるのですが、その意味するところは一体何なのか, 38.575718
これら謎の回収の仕方、新郎を探す3人のドタバタ感、下世話な笑いの数々, 38.542938
キャラの造形ががもうすこし自分の好みだったらプラス１点ですね, 38.394042
きっとホラー映画にグロさを求める人と精神的なものを求める人で評価わかれるんだろうね良かったですよ, 38.283408
細かいところまでよく作りこんであり、テンポもよく、笑いのセンスも高く、愛を感じることのできる作品, 38.142689
子供に哀願されて渋々行った日本語版でしたが、良かったと心底思いました, 38.002282
私が今まで見たホラー映画の中で一番怖いと思う作品, 37.919742
しかし、こういう、当時の日本国民が味わった辛苦をいまの日本人はちゃんとしって、先人に感謝しなければならない, 37.529853
しかし、こういう、当時の日本国民が味わった辛苦をいまの日本人はちゃんとしって、先人に感謝しなければならない, 37.529853
『ビックフィッシュ』があまりにも「感動作」であったためにそれに対するアンチテーゼを自分の中で作らざるを得なかった、と, 37.232565
子供の頃にこの作品を観ていたらもっと楽しめたのかもしれませんね・・・グリム童話のような趣のある作品だった, 37.109647
まあ有名な階段のシーンとか動きが気持ちわるかったし、顔も最後のほうとか、かなりグロイし, 36.771208
こうしてまた一段とピクサーに対する信頼感が上がったのでした, 36.746495
バートンが本気でやりたいことをやればこうなるのだと誰にでも予想出来たがまさか本当にここまでやってしまうとは, 36.696805
アルフレッド・ヒッチコック監督に、今の技術でこの作品を撮ってもらったら更に怖くなるのだろうなぁ, 36.683646
安心して楽しめるので、デートとかご家族での映画鑑賞にお勧めです, 36.466224
しかし、結局家族愛かよ（それだけじゃないけど）, 36.266797
母の父（つまり私の祖父）は命からがら中国戦線から戻り、幸運にも一家を養うことが出来た, 36.097725
母の父（つまり私の祖父）は命からがら中国戦線から戻り、幸運にも一家を養うことが出来た, 36.097725
滅多に吹替えでみないのですが、三浦友和の吹替えはプロの声優かと思ってました, 36.077065
後半部分はスピード感があって、それぞれの持ち味が生かされていて面白かった, 36.053348
映像特典のなかで映画に協力した神父さまが、当時の話を思い浮かべながら笑ってたから、結構好意的なんだな～と思った, 35.915403
目で見て楽しむタイプの作品で、大人から見たらそれ以上のものがあるないような作品ではないですし、、、, 35.908598
思考能力さえ奪われてしまう程の状態に追い込まれたことがないので、私にはこの作品を評価する資格はないのかもしれません, 35.673760
思考能力さえ奪われてしまう程の状態に追い込まれたことがないので、私にはこの作品を評価する資格はないのかもしれません, 35.673760
当時の撮影技術から、いかにもヒッチコックらしいマジックで最大限の効果を上げている, 35.560428
さらに、何も覚えていないリーガンが、神父の証である襟元をじっと見つめ抱擁するなど、感慨無量なシーンで締めくくられる, 35.022829
でも、そんなこと気にしないで素直に楽しめば、アクションの連続、ストーリー、絵の緻密さ、すべて楽しい気分にさせてくれる, 34.828085
この映画を観て野坂昭如氏の原作を読んで感動したし、糸井重里氏の「4歳と14歳で生きようと思った, 34.734516
この映画を観て野坂昭如氏の原作を読んで感動したし、糸井重里氏の「4歳と14歳で生きようと思った, 34.734516
私が知っているピクサーの中では文句なく№1, 34.421989
各キャラクターが独立して、ときには適材適所で能力を発揮していく, 34.420194
『２００１年宇宙の旅』のパロディで、ご丁寧にもバックにリゲティのレクイエムを流すあたり、このおバカぶりにハマってしまって、必死で笑いをこらえておりました, 34.268119
今では自分への戒めの意味を込めて年に１回は観るようにしています, 34.242347
今では自分への戒めの意味を込めて年に１回は観るようにしています, 34.242347
鳥の襲撃シーンはリアリティがあって良かった, 34.211899
ホラーとしてはさすがに古臭く、怖くはなかったんだけど、音楽や俳優たちの演技のおかげでそこそこ楽しめた, 34.082822
オカルトブームの火付け役となった本作ですが、表面上のグロさだけでなく、内容的にも奥深さが感じられ良かった, 33.610171
ところが、この作品では、なまじ男女の出会いから恋仲に至るまでのプロセスを描こうとしてしまったために、人間を描けない彼の欠点がかなり目立ってしまっている, 33.505942
オカルト映画の金字塔を打ち立てた意味でも、この作品のレーゾンデートルを評価したい, 33.477664
本来ＣＧやら何やらは何かを表現するための技術であって，映画のつまらなさをごまかすためのモノではない, 32.917171
今の自分があの時代に生きていたら、清太のように生きられる自信はない・・, 32.727856
今の自分があの時代に生きていたら、清太のように生きられる自信はない・・, 32.727856
ゴールドチケットというツールで次々と役者が揃い、人形が燃え盛って、デップ登場, 32.569378
ピクサー作品の中では、一番好き, 32.436019
ピクサー作品の中では一番のおすすめ, 32.436019
だが何より、この映画の一番の功労者は、リーガンを演じたリンダ・ブレアではない, 32.386257
また演技派のフォン・シドウやバースティンをメインキャストに配置しているところも、監督のセンスのよさが伺える, 32.302685
色んな小さなお約束と言うか、伏線がきちんと一つずつこなされていて、好感度も高く（伏線張りっ放しとかほったらかしとか嫌いなので）笑える面白い作品でした, 32.291925
私が言うまでも無いのだが、一世を風靡した作品でオカルト映画の傑作, 32.211080
エンドクレジットも洗練されており、久々にＤＶＤ鑑賞でありながら最後まで観ました, 31.284259
単純な面白さだけなら今まで観たピクサー映画で一番好きです, 31.234729
これでもかと当時では最高レベルだっただろう特撮技術を見せ付けてくる, 30.978060
ホラー映画の中では今でもコノ映画が一番好きです, 30.965948
今、平和で恵まれた環境に生きていることへ感謝の心があったか考えさせられた作品だ, 30.907257
今、平和で恵まれた環境に生きていることへ感謝の心があったか考えさせられた作品だ, 30.907257
といったニュアンスの何かを、当時のマイ子供心は認識した, 30.850395
その点が妙にリアルで、そーゆう意味では、ブレアウィッチに近いものがあります, 30.834433
鳥が凶暴になった理由は証されないままだが、それはそれで良いと思います, 30.725503
純粋に怖いリーガンの変化がすごいただそれだけでなく周囲にちりばめられたストーリーの奥深さには脱帽ＤＶＤで最初に買った映画, 30.681624
へび、とかげ、虫は平気なのに、鳥はだめ, 30.579320
しかし、ある意味ではバートンらしさを取り戻した、つまり原点回帰を果たしたとも言える, 30.484454
あのニワトリ（笑）こう言う邦題が付いている映画は面白いかつまんないかの両極端で、ある意味、掛け的な要素を持って映画に臨むわけだが、今回はつまんないほうね, 30.329404
原作を知っている者は大きな驚きと更なる感動を味わう事が出来るだろう, 30.084969
工場の中がすごくファンタジーできれいだった, 29.892651
