レビュー文, スコア
そしてバートンが狙った悪趣味で大げさな笑いを、ジョニーが十二分に理解した上で、滑ることなくきちんと観客に表現していちいちつぼにはめてくれるって事, 100.601120
ただやっぱり今までのティムさんの映画にはなかったアイロニックな部分が多く含まれていて、その点では大人から子供まで楽しめる、いわばスパイスの効いたコメディーだという印象を受けました, 97.546030
それでいて監督をはじめとする制作陣の原作への深いリスペクトがバートン一流のこだわりとなって作品中に満ちていて、双方のファンである私は始めから終わりまで感激の思いが絶えなかった, 96.612492
確かに細かい点での疑問や、１度観ただけで完全に理解できるストーリーではないが、ジブリ作品らしい「温かいもの」を感じた, 96.577294
ヒーローでありながら、仕事で一旗挙げたい父親と家庭を守る母親となんともリアルな家族像でそのギャップがたまらなく面白かった, 96.181967
このティム・バートンとジョニー・デップのコンビだが、どの作品も評価できるのだが、どうも私は好きになれない, 95.409150
私はそんな物語的なことよりも、初めてこの原作を読んだ高畑勲は、なにより原作の持つ映像的魅力に喚起され、アニメイションで映画化したいと思い立ったのだと信じています, 93.926728
お母さんはキュートで強くて逞しいし、ダッシュは水走りヤバイし、しかもヴァイオレットのバリアーとタッグ組んだ、バリアーダッシュはマジ興奮したし、オヤジはまさにヒーロー的な役割でカッコ良かったし、もう、ホント大満足, 93.488268
でも、妹の節子が真っ直ぐに育ったお嬢さんなんだって思うと・・、そういうのに弱いので、この戦争さえなければ、この家族も軍人のお父さんと優しいお母さん、お兄ちゃんがいて、そして甘えん坊の節子は、いつまでも裕福で恵まれた人生を歩いていたのかなと思うとやるせない, 93.483914
脚本の出来がまず完璧で、感動話を突然ねじこんで無理やり感動させるようなことはせず、感情的な伏線をどうやって張っていくか、観客を興奮させるにはどういう紆余曲折でクライマックスに持っていけばいいのかが完璧に計算されています, 92.937278
チャーリーのチョコレート工場への期待と同調するかのように、映画のこれからの展開に見ている僕も期待が高まってきた, 92.116605
家族５人が自分のスーパーパワーを状況に応じて絶妙に発揮し、みんなで悪を倒すっていう分かりやすい話です, 91.561949
久々にバートン×デップのコンビ復活ということで、かなり期待していたのですが・・・これはもう期待以上の面白さでしたよ, 91.195303
この映画では、悪者につかまった家族を救い、子供たちの成長を促すのは、父親じゃなくて母親のほうなのである, 91.130697
宮崎監督の最新作ということで、新作公開の度に感じる、あの独特な高揚感と共に見に行ってきました, 90.591943
映画とはエンターテイメントであり、観客を楽しませてこそのものなのだということを、いつまでたっても自主映画気分で作っている方達にもう少し見習っていただきたい, 89.877416
キムタクの声はとても合っていたと思うし、この映画を観ていて何度も笑顔になれたしとても穏やかな気持ちになれました, 85.898846
ピクサーが作る人間のお話でヒーロー物というだけで期待していました, 83.925176
今までの宮崎アニメのキャラで一番の美形だと思います, 83.202232
全てのキャラクターが魅力的であり、素晴らしいストーリー恋愛、老化、戦争、人生、その全てがこの映画のテーマとなりえます, 82.900058
木村拓哉が声役ということでずいぶんとたたかれていたが私は木村はうまくやるのではないかと思っていた, 81.113283
あのニワトリ（笑）こう言う邦題が付いている映画は面白いかつまんないかの両極端で、ある意味、掛け的な要素を持って映画に臨むわけだが、今回はつまんないほうね, 80.544913
正体を隠して倦んだ生活をしているイラスティガールの髪の毛は、年相応に乱れていますが、スーパーヒーローとなって活躍を始めると艶を取り戻します, 80.531120
ハウルが足長～、カッコイイ、声最高、で千と千尋でのハクどころではない人気が出るのじゃあないかと, 80.521755
宮崎監督作品にしては話がシャープで先の予測が全くできない, 80.287861
ディズニー作品のように親子で見て道徳心を育てるという風でもなく、ただ単に良い子にしている子供にだけ幸運が訪れるのだと諭すにしてはあちこちで表現がグロテスク過ぎて子供が泣くぞ, 80.183300
思うに、ティム・バートンにとっての「ビッグ・フィッシュ」とは、自らのアイデンティティを懸けたという意味で、スティーヴン・スピルバーグ監督でいうところの「シンドラーのリスト」に相当するものではないか, 80.097095
声について今回は全く違和感なく見られたのがこの映画を見て非常に良かったと思う点であった, 80.096315
今までの宮崎作品で2番目に好きかも, 78.375262
日本語吹き替えはまわりの子供が五月蠅くて正直うざいんだけど、初日だったせいもあり、子供達の爆笑が大いに映画を盛り上げた, 78.051386
家族愛がテーマになるのは、世界中の家庭のパラダイムが崩壊しつつあることの裏返しと思う, 77.858268
）なんとなく楽しい気分になれるし、映像も綺麗だし、なんだけど、ティム・バートン監督は、この映画で何を訴えたかったんだ, 77.012025
そして、主人公のハウルは魅力的ではありますが、勇気を持ったヒーローではなく、魔法の力を持った普通の人間です, 76.889043
子供ができてからのティム･バートンって、なんか説教くさくなっちゃったよなぁ･･･自分がもうちょっと幼い時に見たらもっと楽しめたのかなぁという感じ, 76.456938
目で見て楽しむタイプの作品で、大人から見たらそれ以上のものがあるないような作品ではないですし、、、, 75.389580
結構自分の周りで評判が良かったので、たまにはこんなバカ映画も…という気持ちで観たのだが、想像していたよりもテンポが悪く、伏線の回収も驚くほどのものではない, 74.994206
場面や構成やキャスト、これまでの宮崎アニメをうまく吸収していると思う, 74.225831
今、我々日本国民が豊かに暮らせるのは、当時日本国のために“戦い”“働き”“犠牲になった”方々のお陰であると実感できる作品, 74.123246
映像はジブリ作品らしく美しく見応えはありますが、往年の楽しさや感動が感じられなかった事が残念でした, 73.976929
工場の話よりウォンカの父親とのストーリーが感動的で好きでした, 73.911349
僕がこの映画で唯一疑問に思った事があった、それはジャックジャックがラストで見せたあの能力, 73.837828
それと、ストーリーがいまいち消化不良でも、幻想的でカラフルでロマンティックな映像と、久石譲の音楽があれば、それなりに感動できることも分かった, 73.000097
で、そんな中で個人的に一番好きな場面は、ラストで家族を守ったヴァイオレットのあのバリアー, 72.249251
正義と悪の戦いだけでなく、家族愛や笑いなどなど見所満載で最後まで楽しめた, 72.141707
細かいところまでよく作りこんであり、テンポもよく、笑いのセンスも高く、愛を感じることのできる作品, 71.847985
無欲が一番ってことかぁ～～（笑）昔、学校の図書館で特に人気のある児童書が「チョコレート工場のひみつ」だった, 71.508771
しかも単なるマジメではなくヒーローものの遊び心もきちんと備わっていて、個性豊かな登場人物や荒唐無稽かつかっこいいシンドロームの秘密基地などにそれはよく現れています, 71.503740
そして短い命・・・この作品は最高の戦争映画だと僕は思っています, 71.413321
無名の監督と役者、1万5千ドルという低予算で作られた、という話題性がなければ、そんなにヒットはしなかったと思われるが、十分楽しめる作品であった, 71.409579
ラブ・ストーリーならば、あの大団円で八方まるく収まるラストシーンもいいのですが、話を国や戦争に広げたせいで、まるすぎて気が抜けるラストになってしまいましたね‥‥それが、ちょっと残念です, 70.557585
冒頭の、工場内でチョコを製造する機械達を目の当たりにした瞬間、もう完全にバートンワールドへと引き込まれてしまいました, 70.345265
最初の帽子屋でのソフィーになんだか生気を感じなかったのに老婆の姿のソフィーのほうが若々しく見えたりします, 70.122121
粗悪品でもプロパガンダの打ち方ひとつでヒット作品に化ける最近のプロモーション第一主義の商業映画に騙されるな, 69.724456
子供の頃にこの作品を観ていたらもっと楽しめたのかもしれませんね・・・グリム童話のような趣のある作品だった, 69.546387
思考能力さえ奪われてしまう程の状態に追い込まれたことがないので、私にはこの作品を評価する資格はないのかもしれません, 69.475050
大変楽しませて頂いたし、映画館でみるべき映画をＤＶＤでみておいて言うのはなんだが、「丁寧に原作をなぞった」感があるのが、いただけない, 69.473592
ただ笑わせることより男同士の友情を描いたドラマとしての側面が強いので、ゲラゲラ笑えるコメディ映画を期待してたら微妙に肩透かしを食らうかもしれませんね, 69.309773
今までに見たバートン作品での中では一番, 69.244066
ただ、はっきり言えるのは、栄華を極めた「宮崎のジブリ城」から火の手が上がったのは確かだということ, 69.099697
今回、たまたま吹き替え版で見たけど、事前に吹き替えが「三浦友和」という事を知った上で意識して観てなお「三浦友和, 68.794554
サミュエル・Ｌ・ジャクソンがアニメでもやっぱりクールにキメてくれたのは嬉しいし、出番は少ないものの予想以上に活躍してくれたので印象自体は悪くなかった, 68.070918
肝心の話が練り切れていないのに公開を急ぎ、単に宮崎的なる世界観だけを提供すれば客が満足するとでも思っていたかの様です, 68.024445
映画として面白くすることに全力を尽くし、その上でアニメに対するこだわりを捨てない, 67.607928
その過程で、ダメサラリーマンだった父親を小バカにしていた子供たちも、彼のほんとうの男らしさや能力に気づいて、再び父親を尊敬する、みたいなのがあって, 67.268057
この手のコメディでは、キャラクターが強烈な個性を発揮することが多いのですが、この映画では控えめ, 66.752292
安心して楽しめるので、デートとかご家族での映画鑑賞にお勧めです, 66.460398
チョコの川で泳ぎたい♪ジョニーデップもさることながら、キャスト勢が本当に素晴らしかった, 66.253204
昔ジョニーデップがショコラっていう映画出てましたが、チョコ好きですねえ, 66.215466
それを説明することは、映画の魅力を削ることになると思うのです, 66.215049
イラスティガール時代のインクレディブル夫人の髪はサラサラで滑らかでしたが家庭に入ったあとは子育てが忙しいのか髪に手入れがあまりいき届いておらず生活感を感じました, 66.155725
お勧めです♪あらゆる面に於いて、ピクサーがこれまで手掛けてきた作品の集大成と言って過言ではない完成度, 65.351950
せっかくなので日本語吹替えで観ましたが、三浦友和も黒木瞳も予想以上の演技の上手さに感心しました, 64.287636
あと、若いときのソフィーの声がすごく年寄りじみてるように感じたし、あの犬（ヒン）はちょっと狙いすぎではないかと感じた, 63.989157
続編も作られるぐらい話題作だったと記憶していたので期待したのですが、低予算で儲かったのが話題だったんですね客を呼べるってことは凄いことですなんか、がっくり, 63.966750
と、ここまで見れば宮崎作品は着実に‘進化’しています, 63.812862
今、平和で恵まれた環境に生きていることへ感謝の心があったか考えさせられた作品だ, 63.404696
情報の選択も自分では充分にできるわけでもない、思考力も充分でない小さい子供にこれを観せるとどうなるか、まあとにかく一度冷静に観なおして考えたほうがいいですよ, 63.297569
バートンの最新作は常に最高傑作で、その奇跡は未だ終わることがない, 63.268766
原作の野坂先生、今はかなりやんちゃな大人でギャップを感じますが、お兄ちゃんがこうして育ってくれたことにホッとします, 62.901564
ジブリは説明がなくとも分かりやすく演出するのが常時でしたから、「魔法」の世界という今までもっとも得意分野としてきた種類の中では、難解だったと思います, 62.845464
リメイク前の作品より映像的に、ものすごく進化していたし（当たり前か）、ゾクゾクするような音楽がこれまたあやしい物語を引き立たせていて良かった, 62.768791
アニメでこれほどの感動を与えてくれる映画は、ほかにありません, 62.655663
しかし、そういった部分を自分なりに脳内補完できる人にとっては、世界観の良さも相まって十分にハマれる映画だと思う, 62.059009
色んな小さなお約束と言うか、伏線がきちんと一つずつこなされていて、好感度も高く（伏線張りっ放しとかほったらかしとか嫌いなので）笑える面白い作品でした, 61.995719
宮崎アニメが好きだからこそあえてこの点数で, 61.780638
この映画を観て野坂昭如氏の原作を読んで感動したし、糸井重里氏の「4歳と14歳で生きようと思った, 61.562534
ハウル役の木村拓哉はキャラクターの雰囲気にとても合っていました, 61.238028
「アドルフの画集」で若き日のヒットラー役を演じた俳優がお父さん役で、これが底抜けにいい人を演じていたのも個人的には泣き所だった, 60.662663
でも、そんなこと気にしないで素直に楽しめば、アクションの連続、ストーリー、絵の緻密さ、すべて楽しい気分にさせてくれる, 60.496177
宮崎作品にしては、珍しく急いで作り過ぎたのかな, 60.200943
いままでの作品は、よくあるお題目でなく、ホントに子どもも大人も楽しめる映画だと思っていた, 60.186149
木村の声も凄くマッチしていて、本当もう最高でした…, 60.114072
自分的には「トイストーリー」「モンスターズインク」あたりがピクサーの一押しだったんですが、これが一番になりました, 59.317191
シンドロームの最後にはちょっとすっきり出来ない部分が残ったけど、それまでは本当に楽しめたので次回作への期待も込めて９点, 59.284706
誕生日プレゼントのチョコをみんなで分け合う心優しい少年が、拾ったお金でチョコを買うとは、おまえも他の４人と変わらんじゃないかと言いたくなるが、それは置いといて····, 59.266204
この映画も同じく、トラウマになってまで直視するほどのものかどうか、その価値を一度冷静に考えてみるべきです, 58.847973
でも、ところどころで家族の能力を活かしたアクションがみられてそれは面白かったです, 58.477062
いや、友達のせいだけではないのですけれども、その日平日だったもので映画館に人がほとんどいなかったのです, 58.063554
夢のチョコレート工場と比べてしまうと、細かい部分はCGで前作よりは・・・細かいだけで、いいとはいえない, 57.826665
工場に行くまでのくだりは非常に楽しめたんだけど、期待が高まり過ぎたか、工場ツアーが始まってからは次第にテンションが落ちる、下がる, 57.556686
本来ＣＧやら何やらは何かを表現するための技術であって，映画のつまらなさをごまかすためのモノではない, 57.368640
それにしても思うのは、役を完全に自分のモノにしたうえで好き勝手に暴れる様に演技する役者のパワーは最強なこと, 57.206650
本当は清楚できれいな少女なのに、美貌の母と妹を持ったせいで、根深い容貌コンプレックスを抱えるソフィー, 57.116412
前半は家族紹介をし、無駄の無い土台をしっかりと作り上げ、後半に入れば、ほら、もう、最高, 57.105118
時々ふとこの映画を思い出す―何度でも、感動できる, 57.081758
エンドロールの向こう側にはまだ彼らの世界が続いていて、あの家族達の活躍が続いているに違いない, 57.074791
前のは１人１人違う人がウンパ・ルンパを演じてたのが個性的で面白かったのに今回はウンパ・ルンパ役の人が１人しか居ないしＰＣで複製しまくってたのが残念だった, 56.805813
三浦友和や、黒木瞳、宮迫などの本職じゃない声優キャストも、まったく違和感なかった, 56.747086
単純な面白さだけなら今まで観たピクサー映画で一番好きです, 56.595475
しかし、酔っ払ってみたとはいえ、宮崎駿の本当のメッセージみたいなモノがわかりませんでした, 56.564764
個人的にはボブの怪力が、家族と戦う場面になると、より逞しく映るのが印象的だった, 56.339693
そして何かと話題の声優陣ですが、木村拓哉のハウルは別に悪くなかったです, 56.327270
映像は綺麗だし、見ているうちにふわふわした気分になるのはジブリアニメ特有の催眠術です, 56.300497
スーパーヒーローはやっぱりああでなくちゃ、と年寄りが得心しているのがおかしい, 55.837904
曲がりなりにも一緒にイベントに参加した他の子供達が次々抹殺されて、他の親子の安全も確認せずに、残った自分が優勝ですと言われて「やったー有難う, 55.685111
いや～映画館に行って久々に満足した作品ですね, 55.524180
バートンが本気でやりたいことをやればこうなるのだと誰にでも予想出来たがまさか本当にここまでやってしまうとは, 55.421003
洋物のアニメ映画の中で一番好きです, 54.474969
jp/Hollywood-Theater/6064/ に来てね今まで観た映画の中で、ベスト3に入るでしょう, 54.335896
ピクサー作品の中では、一番好き, 54.276201
ピクサー作品の中では一番のおすすめ, 54.276201
特にハウルには、ここまで男性のキャラクターを魅力的に演出できたことに驚かされました, 54.260278
映像表現技術のレベルの高さやセンスなど、肯定的に受け取れる部分も多いが、それらを全て相殺してしまうほど、今作はあまりにも脚本構成が雑すぎる, 54.244772
すべてが行き当たりばったりな結果の羅列であり、その過程が描かれる事がないまま映画は終了, 54.107814
個人的にイラスティ・ガールの性格と容姿がツボだったので、１点プラスで９点にさせていただきます, 53.994331
実行は別にして気持ち的には共感するところもあり、下ネタ満載・荒唐無稽ストーリーもそれなりに品と整合性が保たれていて、エンドロールまで退屈しないで見せてくれます, 53.843163
130万円ちょっとでハリウッドに出せる映画を作ったのは確かに評価出来ますが、何がそんなにウケて全米一位になったのかは理解できません, 53.787009
最初のほうの、ヒーローの15年後ってのが微妙にリアルで面白かった, 53.629386
『ビックフィッシュ』があまりにも「感動作」であったためにそれに対するアンチテーゼを自分の中で作らざるを得なかった、と, 53.098955
仮面の下でしか本当の自分になれないんですよね、この家族って, 53.089361
日本映画でこれほど素晴らしい物語を作れたという事が、私にとっては最大の驚きであり、幸せでした, 52.999338
劇中ではそのような「おかしな家族愛」をちょっと観客が引くぐらいの勢いで軽快に叩き潰していました, 52.570298
ただ、木村拓哉の声はとっても素敵でした☆あんまり好きじゃなかったんですが、ファンになってしまいました☆うーん, 52.288098
もっとレトロで夢のあるものを期待していたのだが、フタを開けてみれば近代的でハイテクな工場…, 52.247713
だから映画の途中ずっとノーリアクションで、どこで笑えばいいのやらわからず、友達に笑いかけても気づかず・・・終わったあと、パロってたよね～と聞いてもネタわからず・・・本当に散々でした, 51.977385
 あのチョコレート工場はこの世の常識では説明できない「夢の国」なのよ, 51.882633
過去に見たあらゆる映画の中で、最も優れたスタッフロールに全点, 51.791435
これだけ映画の質がどうこうとはまた違った所で議論された作品も少ないのではないか, 51.465975
チャーリーの気分で一緒にゴールデンチケットを手に工場見学させていただきました, 51.165770
今まで見た映画の中でダントツ1位, 51.164453
海外ではたとえ評価されても、ジブリ作品に馴れ親しんだ日本では厳しいかも, 50.695484
今までの功績があまりにも大きく、それに伴ってファン層がすさまじいまでに拡大、多様化し、万人を満足させることは不可能の領域に入っているからこその弊害です, 50.663537
ダールの詩をほぼ忠実に歌詞にして、ウンパルンパに唄わせた曲、１曲１曲が完成度高し, 50.627344
きっとそれは見た人それぞれが感じたままをこの映画が伝えているメッセージだと受け取ればいいのではないでしょうか, 50.577539
これって、男勝りに活躍していても、しょせん女は家庭がお似合いで、女には夫の給料や出世、子供のしつけくらいしか悩みがない、という風に見えるな, 50.526666
テーマも分かりやすいし笑いあり、感動ありで子供から大人まで楽しめる, 50.226562
ジョニー・デップも前作では小奇麗な役をやっていたのと打って変わり、本作では本領発揮, 50.225762
ハリウッドでリメイクを、との話もあったようですが、キャストの演技がすばらしいのでリメイクする意味がない事は見終わった後に理解できます, 49.706868
千と千尋だったり、もののけ姫だったりより、よっぽど人間らしいキャラで個人的には結構好きです, 49.695574
愛にはNO REASONで何かを変える力がある、愛はNO REASONで生まれるものだ, 49.676681
ピクサーの映画は非常に構成等がしっかりしていて面白いです, 49.662377
笑うシーンが多くあり、最後まで安心して見れる映画でした, 49.639460
この映画を見て感じた事を友人と話す―また感動できる, 49.570239
あまりに感動して、もう最後らへんピクサーで働きたかった, 49.564871
この映画を先に、トトロを後に見たことが救いだった, 49.552690
ヒーローファミリーの活躍だけではなく、絆もきちんと描いていて好感, 49.400153
とにかく万人の人に観て欲しい、万人の人にお勧めできる映画ですね, 48.581670
キャラの造形ががもうすこし自分の好みだったらプラス１点ですね, 48.284435
今までは、あのキッチュで悪趣味で人工的な、大人向け香辛料入りロリポップ風画面作りが生理的に好きになれなかったんだけど、ここまで面白さがジャストミートしてくれるなら話は別, 48.258790
所々小ネタには笑いましたし総じて楽しい雰囲気の映画ではありましたけど、そこまで絶賛するほどのものかなぁと, 47.572280
で、この表現方法にははっきりいって、ちょっと飽き飽きしてたんですけど、この映画は、それなりに最後まで集中して見れました, 47.278148
新郎の独身さよならパーティー二日酔いコメディで、内容はバカバカしいですが新味のある面白い映画でした, 46.679067
もちろん、映像の凄さと面白さは別物で内容あってこそだけど、この作品は本当に面白かった, 46.599708
酒を飲みながら、若干ハイになった状態で見ることをお勧めします（笑ウィリーウォンカが時々ＴＭレボリューションの人とかぶった, 46.368139
心理で怖がらせる物なら日本はハリウッドに勝てる物が作れるのではないかと思える作品, 46.331691
