レビュー文, スコア
子供の頃意味もなく秩父の山奥に自転車で行ったことを思い出しました, 56.778409
ここ１０年以上スピルバーグの相棒であるヤヌス･カミンスキーのキャメラもクールな感じで好きだが、彼の映像ではあの雰囲気は出なかったんじゃないかなぁ, 56.336139
ふるさとを離れ異国の空の下で今、友達は元気だろうかと思う友情のすばらしさを教えてくれたこの映画、何度観てもあきませんね, 55.799837
映画監督になれるとしたら実験してみたいのは、小さい子供キャラに大量の光源浴びせて壮大な音楽を聴かせたら観客は泣くんじゃないかという説の実証, 55.458118
この映画を見に行ったのは子供の時でしたが感動して泣いた覚えがあります, 55.041641
しかし自分自身が大人になった今、改めてこの映画を観た時、中学生の自分には響かなかった何かが自分の心に響き、名作といわれる理由がわかった気がした, 54.928417
空を飛ぶシーンが自分自身が本当に飛んでいる様で怖かったらしい・・・みんなで飛ぶシーンから帰って行っちゃうシーンまで泣いてしまった（笑）まだ高校生だったよなぁ・・・・・あの♪チャ～チャ～チャチャチャチャチャ～チャ～♪って、音楽が良いデス, 54.892248
オードリーは綺麗でかわいくグレゴリーペックはかっこいい, 54.720889
昭和30年代、日本ってこんな風にのんびりしていてご近所さんが親切で、家族の一体感があって、人もお化けも信じられるものだったんですね, 54.150404
原作の持っているノスタルジックな想いが、的を得たキャスティングと演出および美しい撮影で見事に映画化されていて、見終わった後、素直に感動できる作品だと思います, 54.010331
子供の頃の気持ちに戻って作品を観ることができました, 53.561694
Tの超能力で自転車が空を飛んでそのシルエットが画面いっぱいの満月に重なるシーンは今見ても感動します, 53.341495
僕が子供の時にこの映画を観て感動しなかったのはその為だろう, 53.039160
1950年代から何度も制作されては失敗してきた立体視映画が、やっと成熟してきた他の技術と融合された結果、単なる珍しさを超え初めて大衆に受け入れられたと言える, 53.036917
今まで何回も見てきて、おそらくこれからも何回も見るであろう我が人生の一本, 52.925771
あのトトロが雨粒や傘で遊ぶ辺りが♪ねこバス最高町の情景とか情緒があって良かった, 52.819584
ゴルバチョフがソ連の社会主義を改革途中とあってか宮崎先生、どうやら今回いつもの左翼翼賛アニメを作れなかったようで, 52.548134
私の小学生時代の夏の思い出は、近所の堤防がどこまで続いているか、友達と確かめに出発したこと, 52.279559
最初見たときは１２歳くらいで、そんなもんなんかなーとかおもったくらいだったけど最近見たらものすごく感動した, 51.896440
これもやはり近々公開のＥｐ３のために、久しぶりに見返してみたのですが、まさか一番最初に見たときより面白く見ることができるとは予想していませんでした（ちなみに前の採点は6点でした）, 51.428836
キャラも立ってるし普通の面白いアニメだからってバカにはできないよね、感動したもん, 50.858845
俳優の動きによって生命を吹き込まれるナヴィ人たちは、映画のプロットにおけるアバターそのもので、仮想世界でのシーンに合わせ動きを自在に調整しながら演技できる, 50.755655
かなりこんでましたスピルバーグの作品は全てがいい作品ではないのだと初めて知った作品でした（, 50.742242
オードリー初出演作だが私にはこれが彼女の最高作品, 50.591437
初公開時、僕は大学生で、スピルバーグの作品はかなり好きでしたが、この映画がそんなに騒がれるわけが分かりませんでした, 50.565859
スピルバーグの名作中の名作だが、「プライベート・ライアン」とかに比べると果たしてこれが彼のベストワークだろうか疑問だ, 50.421306
死体を見つける旅、というのも子ども心にすごくわかる気がする｡もう少し成長したらつきあわなくなる友達とも、この年頃は微妙な接点があってつるんだりするんだよね, 49.657386
はたして、本作品のヒロインが彼女でなかったならば・・・その女優がヘプバーンと同じように髪を切ってジェラートを舐めてべスパに乗ってと熱演しても、本作品が今日もなお多くの人々に愛されるという名画の誉れを冠することは、おそらくなかった筈である, 49.545475
IMAXデジタル3Dで観るという体験はひとつの体験として実に新鮮であり、破格のものである, 49.208492
友情・やさしさ・勇気など子供に感じてほしいテーマを楽しく表現できてて、大人でも充分楽しめる, 49.077044
子供たちの冒険心あふれる行動や大人たちの常識が対比的にとらえることができるでしょう, 48.583324
友情の素晴らしさ、そして、少年時代の思い出の清らかさや美しさを改めて実感させられた作品でした, 48.510067
」ジェームズ・キャメロンがこだわりにこだわった、３Ｄは文句なしに素晴らしい, 48.206674
以後、破竹の勢いでアメリカを代表する巨匠となったワイラーにとって、本作は観光旅行も兼ねた肩慣らし程度の小品であり、実に余裕綽々の演出ぶりである, 47.977221
あんなに友情を深めていた友達が、バラバラの道を歩んで行くのには、正直感動しました, 47.687402
一緒に行った人や他のレビュワーの方たちの評価もわりと高いので、当時の私の理解力に問題があったのかも, 46.863130
物語にもそれなりに感動はしたかなりの話題、期待度で見たのでズッこけた感が強い, 46.745334
スティーブン・キング原作でベン・E・キングの主題歌, 46.648854
これは王女の成長物語であり、ロマンティックな恋物語であり、ローマの名所案内映画であり、ワイラー監督のうまさがあり、さらに脚本も素晴らしい, 46.171447
物凄い興行成績を叩き出している大ヒットぶり自体は、明らかに大衆の過剰反応だと思えたので、必然的に超ロングラン公開を横目に結局劇場鑑賞は敬遠してしまった, 45.601794
子どもの時にしか感じられないあの高揚感を僕は今もこの映画を観るたびに思い出し、そして感動のあまりいつも涙する, 45.426635
主人公は後に２人の子供をもつようになり、一番の親友は、先に逝く, 45.365362
そう、子供の時は、自分のイマジネーションが現実に優先する時代でしたから, 45.261824
 3D-CG との混同を避けるためあえて立体視と呼ぶが、立体視でなくとも十二分に楽しめる作品に仕上がっている, 45.227453
とりわけそれぞれに悩み事を抱え、人生の入り口に立ち揺れ動く心を捉えた初々しい少年たちの描写は見事と言うしかない, 45.216303
それをここまで感動的にファンタジックに仕立て上げてしまうスピルバーグはやっぱりすごいです, 45.185390
“ライセンス”を与えられ、そこに求められる“絶対性”を極限の状態で徐々に越えていくプロセスこそ、クレイブが演じるこの“007”シリーズの醍醐味であり、これまでのシリーズにはない魅力だと思う, 44.474325
昔はよくトトロの絵を描いてたものです, 44.324508
メインのレリゴーだけでなく、劇中のほとんどの曲がヒットして、今やカラオケの上位をアナ雪が独占するほどですから、「映画産業を活性化させる」という点において、評価できる映画なんだと思います, 44.323850
ディズニーのアニメに比べ、壮大さはあまりありませんが、このほのぼのとしていて、心が温まるピクサーの方が夢があって好きです, 44.319375
あと、シドのとこの一見コワーいおもちゃたちが実は良い奴っていうのが良いやね, 44.317870
ガキの頃にみて，最近あたらめて見直してみましたが，やはり感動しませんでした, 44.214727
いや、本当に今まで予告編だけでスクリーンの隅々まで釘付けになった事も鳥肌が立つくらいた充分過ぎる高揚感と期待感をもらったことなど無かったものだから間違いないと思った, 44.203200
キングの原作では音楽を使って時代描写をすることが多いが、監督はそれを上手く演出していると思う, 44.124590
トイ・ストーリーはそんなピクサー作品で初めて作品で、とても感動しました, 44.052204
子供向きのファンタジー作品であって、適年齢でみれば今でも十分に楽しむことができる, 43.752273
もちろん造形へのこだわりだけでなく、少年の成長記に感動させられた, 43.684867
そして友情とか、兄弟・家族とか、子供に大切にして欲しいテーマが随所から伝わってきます, 43.367564
幸い、映画館では誰一人として歌う人はいなかったが、YouTubeにも1曲丸ごとアップされている例のシーンが流れた時は周囲の反応が気になってしまった, 43.365138
小学校のときテレビの洋画劇場で親が見ているのを布団からこっそり見た思い出があります, 43.334784
14歳のアタシは録画で見たけど、すっごく感動して、涙が止まらなかった良くやったなぁETごっこ, 43.153382
ウッディが善人じゃなくて、結構イヤなヤツだったり臆病だったりするところが逆に魅力的で、おもちゃにもちゃんと社会が存在するのが楽しくて, 43.031730
）ＣＧでこんな映画が作れるんだーっと、ジェラシックパーク以来の感動を覚えた作品, 42.738783
それだけでスピルバーグもこの作品をつくった価値があるというものだ, 42.679089
メイちゃんがトトロのお腹の上で昼寝をするシーンが一番好きです, 42.643893
ぼくも当時、学校に行って帰るというだけのこと、そこには友達がいて、欲しいものは何もなかった, 42.539359
しかし１回ではなく、何回か見ることで、この作品の良さ（味）が分かって来るのだと思う, 42.050527
子供が出来てからまともに観たら、さつきやめいを心配するばあちゃんに感情移入して泣けてしまった, 42.017409
俳優はもはや容姿などの物理的制約から解放され、動きや表情や声や間合いのみで評価される時代の到来をも予感させる, 41.996251
オードリーに酔いしれた勢いで調子に乗って「コレクター」なんて観た日にゃあモウ、余りのトンデモぶりにブッ飛ぶよ（＾＾）, 41.832963
それはべつに立派という意味ではなくて、それぞれの子供が家族のことで悩んでいる, 41.794265
15年経って最近レンタルしてみたが、あの時の感動がなかった, 41.657374
ところどころでじわりとその姿を垣間見させる暗黒面の陰の不気味さを、今回は楽しむことができました（とは言えこの様な見方は、一スターウォーズ・ファンの好意的な見方の一つでしかありません, 41.643984
ウッディをはじめ、バズや他のおもちゃたちの生き生きとした表情に、こっちまで童心に還ったように楽しくなります, 41.625797
でも当時はその出来に感動したもんだ, 41.437455
もう何回観たのか気が知れない、そのお陰で今では冒頭のスタンド・バイ・ミーのメロディが流れ始めた時から早くも泣いてしまう, 41.332330
小さいときに観たとき、メイちゃんのあの気持ちがよくわかりました, 41.327620
気の合う仲間と旅をしたくなりますこんな友達がいたらなぁー・・・今の自分ももう少し変わっていたのかも, 41.313137
スピルバーグは、ファンタジー映画を作らせたら天才だと思った作品, 41.253948
（笑）あと、その時は頑張ってこのトイ・ストーリーに出てくるおもちゃを集めてました, 41.143699
しかし・・・アメリカの俳優は声優をやってもすばらしいですが、日本の俳優が声優をやっても素人以下なのでいい加減やめさせろよ, 41.080760
一応アクション映画の王道シリーズですから、派手である以前にアクションの基本は監督に学んで欲しいです, 40.998652
１２歳ですでに大人の風格をもつ子供たち, 40.924494
アメリカのCGアニメでは一番繰り返し観た作品, 40.354762
自転車で空飛ぶシーンは童心に返って感動するところです, 40.262379
そしてそして、やはりオードリー・ヘプバーンが美しくて可愛いかった, 40.235948
もう戻ることのできないただ一度だけの少年時代・・やはり一瞬、一瞬を大切に今を生きたいとおもいます, 40.115935
目を見張る美しい映像、3Dならではの飛翔シーンの高揚感、不思議な植物の描写だとか、面白いところは沢山あります, 40.091259
年に数回くらいしか会わんけど一生涯の友達のことを, 39.829186
侍従たちにきっぱりと自分が王女であることの自覚を述べるシーンは、ペックとの恋との決別を覚悟した清清しさも同時に感じられる, 39.788399
そしてベン・Ｅ・キングの主題歌が、本作を傑作にした, 39.763687
スピルバーグの作品のなかだったら、ＥＴが一番すき, 39.669355
ラジコンやプラレス三四郎やプラモ狂四郎が大好きだったので、おもちゃが自分で動くっていうだけで10点です, 39.548648
全編ＣＧだけで１本の長編映画を作るというのは公開当時、とてもインパクトがありました, 39.345866
現在の３人のゴードン、テディ、バーンの俳優の現在が見れた, 39.342743
オードリー・へップバーンの魅力全開でまさに彼女の映画ですね, 39.331058
当時は自転車で飛ぶシーンしか印象に残らなかったけど、今見るとなんとなく親父の気持ちが分かる気がする, 39.224960
フルCGでの映像には驚きと感動が有りました, 39.196681
今では、このＥｐ１の陰の薄さは、作品作りのまずさより以上に、物語の設定自体がその様な「薄さ」を強いたためではなかったかと思っています, 38.917978
個人的には、子供たちの”いじめ”を正当化しているようで好きにはなれなかったが・・・雰囲気が好きです、こういう映画, 38.902765
子供から大人まで、幅広い層が存分に楽しめる傑作, 38.897168
中学生の頃に初めてこの映画を観た時、何故この映画が名作と言われているのか理解できなかった, 38.590371
見直したいとは思いませんが、当時は素直に感動した覚えがあります, 38.518684
ジブリの代表作のひとつだが、まさに親子で観るには最高品質のアニメと言える, 38.434521
ETをかごに乗せて自転車で空をこぐシーンの月のシルエットは最高です, 38.309798
映像ばかりに目が行きがちですが映画全体として見ても全てにおいて完成度が高く、自分が映画館に見に行った映画の中では一番満足できました, 38.181864
映像や音楽は素晴らしいのですが、ストーリーが粗いので、ディズニーファン向きの映画という気がしました, 38.073432
ジブリではトトロが一番好きです☆小さいころに見て忘れちゃったからまた最近見なおしてみたら良かった, 37.807840
でも、おもちゃだからスケールは小さくても仕方ない、って感じで舞台に広がりがなくて、小さくまとまってる感がしちゃうのは、ちょっとマイナス, 37.457415
ＳＦＸは驚くほどのものではないかもしれないけど、キャスティングがみんな綺麗なんで、その分、映像的にも満足の行く作品です, 37.328729
ローマの街で一日限りの王女の恋なんて、設定がとても素敵だし、上品なユーモアが粋, 37.319931
途中までの子供とＥＴのふれあいまでは良かったんだけどなぁ, 37.236528
ファンタジー特有の心温まるストーリーは、一大旋風を巻き起こすほどの出来の良さで、視覚効果や音楽も文句の着けようがないほどハイレベルです, 37.176853
が、しかしＲ・ライナー監督の天性の明るさと、夏のまぶしい陽光を浴びた少年たちの無邪気な姿に救われる思いだ, 37.169073
ある程度大人になってからテレビで見たが、感動するほどの映画とは思わなかった, 36.843794
８２年当時、日本でも大ヒットしたようです, 36.734375
それとバズが自分がおもちゃだと認識して歌を歌うシーン、泣けました, 36.711023
自分が何時までもファンタジーを楽しめる心の持ち主でありたい願いを込めて変わらず１０点献上, 36.540070
 この３Ｄは飛び出すのではなく、奥行きがすごいのである, 36.478345
前作「カジノ・ロワイヤル」の完成度がとても高かったので、必然的に続編への期待は高まっていた, 36.476417
エピソード４で、ベンがベイダ―にあえて斬られたとき、ルークにみせた笑顔のなぞが解けたのが唯一の救いかも, 36.358935
しかし現実にリアルなトトロが現れたら、絶対に逃げるだろう, 36.294397
最後、クリスが手を振って消えていくシーンは、リバーの人生と重なって涙が出た, 36.286657
となりのトトロとか、別にバケもんがでてこなくてもいいです, 36.047537
その本当の答えとは，とっくにオッサンになった私などではなく，率直な眼で物事を見渡せる子供だけが知っているのではないか, 35.931045
カンタがさつきに傘を貸すシーンがかわいくて好き♪あと、あーゆうおうちに住んでみたいと小さい頃思っていました, 35.725644
小学生の頃、ひみつ基地や冒険にあこがれていたことを思い出しました, 35.654494
宮崎アニメは、大好きだけど、その中でも、一番大好き, 35.614949
設定はお城や魔法など古風ですが、出逢ってすぐに結婚したいなど、現在的な恋愛観を取り入れているところは、時代が変わったのだなぁと、つくづく感じました（私が年を取ったんだなぁとも実感しました, 35.611745
あんな友達が12歳のとき絶対いたはず, 35.361001
申し訳ない、途中で寝てしまいました街の雰囲気やクリーチャーはよく出来てるし、ポッドレースも迫力満点, 35.183362
自分の子供はさつきのように育って欲しい＾＾, 35.050465
グループ交際で４人で観に行ったんだけど、みんな感動して泣いてて私はアクビして泣きました, 35.035043
すでに映画の枠を超えていますので、本来の姿の「映画」とは違うのかもしれませんが、私は間違いなく大きな感動と驚きを受けました, 34.952270
個別のテクノロジーは目新しくないものの、全てをこの次元で組み合わせひとつの作品にまとめ上げた力量には頭が下がる, 34.794434
内容は「お子様向け」という気がするが、正直、大人の方が観た後に感慨深い気持ちになるのではないだろうか, 34.742470
ダースベイダーになると分かっているエピソード１～３にどう意味があるのかも自分には分からず、ついて行けません, 34.586574
最近のハリウッドは意外とCGとシナリオの質が高く、TF/リベンジやターミネーター4（どちらも劇場で見ました）も素晴らしい出来栄えでしたが, 34.503135
なかなか楽しめたが、多くの人が指示するほど感動や懐かしさは感じられなかった, 34.438388
あんな風に分かり合える友達がいたら、人生頑張れるのにな, 34.207216
自転車で飛ぶシーンなど、スピルバーグは盛り上げ上手, 34.178816
私は、自分自身の思い出に抱く感情（楽しい、なつかしい、せつない、など）がこの作品に対する感想になっています, 34.162609
私は大トトロが一番好き（笑）木の苗を囲んでドンドコ踊るシーンは可愛すぎ, 34.155100
宮崎アニメのファンだけど、この映画はあまり好きでない, 34.043128
ただ彼の実力からして、本作は最良の作品ではあっても、最高の作品ではないように思う, 33.977898
あと素直に感動できるのは、久石譲のクオリティの高いサウンドも一役かっていると思います, 33.943042
美術・音楽・ストーリー、どれをとっても最高で、何度見ても必ず泣いてしまう映画, 33.789826
今は都会に住んでいるわたしですが、おそらく生まれてからずっとこの映画の世界以上の田舎にすんでいるウチの姪っ子（6）なんかみなさんがいっている良さの何％も理解できないでしょう, 33.736420
勿論、内容は別ですが・・・特別優れた作品ではないと思う（特に今見ると）がファンタジー作品としては評価できると思う, 33.713932
これで、オードリーのファンになりました, 33.644274
偉大なるエイリアン＝リトル・グリーンメンの登場作品で、名作中の名作ですね, 33.525896
そこを宮崎アニメは良い面しか描かないのだ, 33.386120
大ヒットの要因は誰が観ても明らかで、一にも二にも音楽とビジュアルのクオリティーの高さだろう, 33.273020
私は今までスターウォーズ全然見ていなくて、テレビでやっててたまたま見たんですけどハマリました（笑）レースの迫力は凄かった, 33.250103
たしかにストーリーはあれだけど、あの情報量で複雑なストーリーだったら途中で放棄したかも、あまり考えさせずに映像でグイグイ引っ張ったのは今回の作品では成功しているんじゃなかろうか, 33.161206
遊び方も自分の子供時代を思い出して楽しくなる, 33.075584
感動ものだったんですけど、あんま面白かった印象が、、、, 33.025649
3Dバージョンを借りて、古い作品だったから期待しないで見たけど、上々の立体感でした, 33.009455
私も結構良かったと書きましたがあくまで子供向けとして良かっただけで、大人がハマるよう映画では無いですね, 32.877304
王女様の他愛のない我が侭で始まる物語だが、自分の知らない世の中に触れ、人間性に目覚め、それでもラストで自らの義務に帰っていく姿が、ほろ苦くて、いい, 32.855799
残念ながら個人的にアメリカのアニメを見て、面白いと感じたことが無い（トラウマに近い）んだけど、期待せずにみたら意外に面白かった, 32.772689
でもETがテレビをみてるとき、エリオットが蛙を逃がして女の子にキスをする・・のシーンは好きです, 32.506768
