レビュー文, スコア
ジム・キャリーのコメディアンたるところのオーバーアクションはどうも受け入れがたいものがあるが、この作品におけるソレは見事にはまっている, 101.872030
ビッグ・フィッシュやシザーハンズの様なティム・バートン独特の大人のファンタジー感を期待していたのですが、この作品は１００％子供をターゲットにしたファンタジー作品でした, 101.037055
冒頭の超長回し（に見えるカット）でドップリ自分も宇宙に放り出された、シンプルなストーリーで９０分と短いが映像に情報が多く（浮遊物や位置把握）退屈はほぼ無し３Ｄ映像を堪能するのには申し分なかった, 96.793597
何も考えないでただボーっと観るならもしかしたら楽しいのかもしれないけど・・・ジョニーの役作りと音楽は最高です♪前作「ビッグ・フィッシュ」以上のモノを期待しつつ、万全の体制で劇場に向かったものの、（「ビッグ・フィッシュ」と同じ路線を求めていた者としては）完全に肩すかしを食らってしまった, 96.279588
家族で一緒に楽しむのにジムキャリーの作品は外れがなくていい, 96.119988
ジム･キャリーがブレイクした映画と思いますが、実は結構男前なのに、平気で崩した顔芸を見せてくれる役者根性は嬉しいです, 95.266537
ジムはあんまり好きじゃないですが、キャメロンディアスのセクシーさに脳殺, 94.956837
火の映像が凄いリアルで迫力あるし、兄弟愛や仲間愛に涙涙です, 94.717282
SED（宇宙技術開発株式会社）からもコメントが発表されているように、実際には導入前の機器を使用したり、あり得ない物理現象が多発するなど突っ込みどころは満載なのだが、宇宙を描く映画の中では、間違いなく最高の「リアル」を感じさせてくれた作品だ, 91.630769
これでジム・キャリーのファンになりました, 90.399100
*当時はあまり周囲でもこの映画観た人はいなかったのですが、私は何故か惹かれて２度観に行った作品です☆そのおかげでＵＳやＵＳＪに行った時は妙に楽しめたので”観てて良かったな”と数年後も思い返していました（＾＾；兄弟の葛藤・映像的な迫力共によいと思いますが、放火する消防士は論外, 89.703813
ジムの≪ダメ男⇔最強の男マスク≫の対比がなんとも面白いです, 88.862438
映画でのジム・キャリーしか知らない人はなんかの機会に一度、この人が一人でネタやってるとこ見て下さい（コメディアン出身なので）流石にポケットから異様に大きな銃とかは出てきませんが、この映画でやってる動きは”本当に生身でできる”んですよ, 86.779129
ジム・キャリーはメイクなしでいいんじゃない, 86.463360
ジム・キャリーを含め、サブまで面白いです, 83.690771
僕はジム･キャリーをこれで好きになりました, 82.081334
ジムキャリーがあまり好きではないので×, 82.081334
結局は、序盤の家族の冷たい態度も、ラストの家族愛を強調するための、まさに「設定のための設定」であり、その出来レースのような感動前提の脚本構成にはシラけるばかりでした, 80.698493
もともとバートンファンというわけではないので、初期作品に思い入れがあるわけではありませんが、バートンらしさというのが、けして結末が描かれない背景としての孤独であったと思う私にとっては、なんともすっきりさせすぎるこの作品に魅力を感じないのです, 80.263601
宇宙に投げ出される予告のみの前知識で期待せずに観ましたが、手に汗握る展開と迫力に９０分間楽しむことが出来ました, 79.053538
久々にバートン×デップのコンビ復活ということで、かなり期待していたのですが・・・これはもう期待以上の面白さでしたよ, 76.605375
 ゲームの設定をほどよく継承し、ノンストップで飽きさせない展開と丁寧な画作り、ミラもよかったですが、ミッシェル・ロドリゲスの猫のようにしなやかな動きが凄くかっこよく、印象的でした, 75.976164
＜ネタバレアリマス＞「トップガン」消防隊ヴァージョンって感じがしたけど、結局身内が火をつけて回っていた訳で、で何か最後まで見終わってもう一つこのストーリーにノレなかったんだけど・・・ロン・ハワード作品って丁寧に撮るから好感が持てます, 74.859844
個人的にジム・キャリーを実はあまり好きではないのですが、この映画に関してはさすがと思わざるをえません, 74.049551
私はジムは苦手な方ですが、この作品はノリノリでハチャメチャさをＣＧでうまく表現してるので、結構おもしろくて笑えました, 73.780344
そしてバートンが狙った悪趣味で大げさな笑いを、ジョニーが十二分に理解した上で、滑ることなくきちんと観客に表現していちいちつぼにはめてくれるって事, 73.434065
映画冒頭の字幕第一行目でまず宇宙の無音を説明し、劇中の二者の会話でも宇宙の魅力をその「静寂」と語らせているにもかかわらず、だ, 72.265398
冒頭の、工場内でチョコを製造する機械達を目の当たりにした瞬間、もう完全にバートンワールドへと引き込まれてしまいました, 72.177846
メジャー映画でジム・キャリーの才能を見事に引き出した作品ですよね, 71.230329
それでいて監督をはじめとする制作陣の原作への深いリスペクトがバートン一流のこだわりとなって作品中に満ちていて、双方のファンである私は始めから終わりまで感激の思いが絶えなかった, 70.389641
超セクシーだったミラ・ジョヴォビッチに＋1点（爆）このゲーム事態なかなか好きなので、期待してみたらまさにその通り, 69.863336
思うに、ティム・バートンにとっての「ビッグ・フィッシュ」とは、自らのアイデンティティを懸けたという意味で、スティーヴン・スピルバーグ監督でいうところの「シンドラーのリスト」に相当するものではないか, 68.871508
僕はジム・キャリーの映画はあんまし好きじゃないんですが、コレは例外です, 68.822383
突然宇宙空間に放り出された飛行士の予告編が印象的で公開直後の米国で鑑賞, 68.509795
このティム・バートンとジョニー・デップのコンビだが、どの作品も評価できるのだが、どうも私は好きになれない, 68.483679
ジム･キャリーの映画ではこれが一番好きです, 67.212945
それと最後のほうでカートラッセルが初めて弟を消防士と認めた時の言葉が今でも残ってます, 66.133280
文句なしにそう思えるほど、現代において新たに焼き直されたある意味まったく「別物」のシャーロック・ホームズというキャラクターと、この元祖問題児俳優と、この英国人監督との相性は前作に引き続き抜群で、二作目として一つ二つ高いレベルのエンターテイメント映画として昇華されていると思った, 65.687571
それに、元モデルの肩書きを引っさげて鳴り物入りで登場したキャメロン・ディアス、本当に妖艶な美しさでした, 64.858015
本作品の無重量空間の描写には科学的な破綻がなく、宇宙ステーション内の人物の動きをどうやって撮影、合成したのか、感心しきりでした, 64.688284
マスクのスタンリーのハチャメチャさは、ＣＧを駆使したとてつもないものですが、素顔のスタンリーの対比という点で決して度は過ぎておらず、正義のヒーローでもないので笑わされ通しでした, 64.314604
工場に行くまでのくだりは非常に楽しめたんだけど、期待が高まり過ぎたか、工場ツアーが始まってからは次第にテンションが落ちる、下がる, 64.183270
キャメロン・ディアスは日本のＣＭにも出演しており、美しさは健在ですが、このころはキュートさが溢れていますね, 63.837163
しかし、俺が小学生の頃、遠足の観光バスに積んでいるビデオといったら「マスク」と「カトケンのごきげんテレビの投稿ホームビデオSP」が代表だった, 63.609035
夢のチョコレート工場と比べてしまうと、細かい部分はCGで前作よりは・・・細かいだけで、いいとはいえない, 63.298314
チャーリーのチョコレート工場への期待と同調するかのように、映画のこれからの展開に見ている僕も期待が高まってきた, 62.908271
字幕付で鑑賞したのですが、せっかくの素晴らしい映像を字幕が邪魔をするので、リスニングに自信がなくても、字幕なしの英語での鑑賞を勧めます, 59.930987
監督が原作ゲームのファンで脚本まで書いただけあり、話は結構いけてる, 59.626662
よくある警官アクションものを消防士に置き換えるというアイデアに陶酔し、炎のシーンを何度か撮るだけで満足しちゃったという感じです, 59.063023
見せ場のひとつ、逃げ場のない通路でのレーザー攻撃で人体がスライスされるシーンは、見事な特殊効果で唖然としてしまうほど強烈なインパクトがあるし、ゾンビ化した人間たち以上にドーベルマンの襲撃シーンはさらに恐怖心を煽って、少々呆気ないものの新機軸としては面白く出来ている, 58.601492
しかしそれをカバーしてくれたのが今までにない試みと当時話題になった火災のシーンとカート・ラッセルの不器用だけど力強い父性を感じるスティーヴンと男の友情ですね, 58.589069
キャメロンはこの時の演技に満足できず、この後本格的に演技の勉強に励んだそうだ, 58.223402
キャメロン・ディアスのフェロモンが出まくりです、これを観てファンになった人も多いのでは, 58.210341
前作も充分に面白かったので期待感はそもそも大きかったけれど、その期待をひょいっと超えてくれたエンターテイメントに対して嬉しい興奮の連続だった, 57.615314
『２００１年宇宙の旅』のパロディで、ご丁寧にもバックにリゲティのレクイエムを流すあたり、このおバカぶりにハマってしまって、必死で笑いをこらえておりました, 57.321698
ジムが好きな人には大受け、彼やギャグコメが好きじゃない人にはさほどでないという２パターンみたいね, 56.678201
キャメロン・ディアスもこの頃が一番魅力的だったのでは, 56.674808
個人的にはスカジョだったら鼻血、いや感涙モノだった・・・ＩＭＡＸ３Ｄで観賞しましたが臨場感は素晴らしかったです, 56.443428
子供ができてからのティム･バートンって、なんか説教くさくなっちゃったよなぁ･･･自分がもうちょっと幼い時に見たらもっと楽しめたのかなぁという感じ, 55.566174
消防士という今までに使ったことない人物達を主人公にして、兄弟愛を描く, 55.459539
誕生日プレゼントのチョコをみんなで分け合う心優しい少年が、拾ったお金でチョコを買うとは、おまえも他の４人と変わらんじゃないかと言いたくなるが、それは置いといて····, 55.340630
友情、兄弟愛、恋愛、サスペンスと、てんこ盛りの要素をさすがロン・ハワードきちっとまとめています, 54.948716
映像は大変美しく、現実に宇宙でこのような事故が起きた場合を想定した、ありったけの現実味をおびた描写の連続で魅せる, 54.673492
あと、キャメロン・ディアスは色気があって可愛いですねー, 53.145662
CGを多様した画面構成はのちのCG技術の発展向上を見通して創られたものに過ぎず、ただの表現方法の一部でしか無い, 53.038045
ジム、演技うまいですよね, 52.688881
あと、カートが、火の中から子供を抱いて出てきたところも感動した, 52.672857
唯一、キャメロン・ディアスが可愛かったのが救いです, 52.300521
チャーリーの気分で一緒にゴールデンチケットを手に工場見学させていただきました, 52.253088
おそらくポール＝アンダーソン監督が、元のゲームをよく理解した上で作ったおかげでしょうね, 52.098037
、、、警官が踊り出すシーンとか、キャバレーで踊るとことか、マスクが撃たれて演技するとことか、、、、、みんな大まじめにマスクにつきあって演じているわけで、、、、、、, 51.990050
無欲が一番ってことかぁ～～（笑）昔、学校の図書館で特に人気のある児童書が「チョコレート工場のひみつ」だった, 51.322127
映画館が宇宙空間になり、自分がサンドラブロックのそばで作業を見ているかのような錯覚に陥るほどの映像技術に鳥肌がたちました, 51.109104
ジョニー・デップも前作では小奇麗な役をやっていたのと打って変わり、本作では本領発揮, 50.987002
わたくし、宇宙空間から、本日２度目の帰還を果たしました, 49.681560
作品の意図する所の兄弟愛…、意図する劣等感やコンプレックスを中心に描いた点はまさにコンセプト勝ち, 49.555834
 あのチョコレート工場はこの世の常識では説明できない「夢の国」なのよ, 49.515510
特にIMAXの3Dで観たら大迫力だと思います, 49.167972
一週間前にレンタルビデオで借りて見たんですが、この兄弟愛には本当に泣けました, 48.505180
これによってこの作品の“家族（含仲間）愛”・“兄弟愛”が引き立った, 48.458848
ＣＧもすごくよかったしし、テンポよく爽快な感じでした☆キャメロンも可愛かったし、できはすごくよいと思います, 47.616630
今までに無かった、宇宙空間での映像は、とても斬新、そして秀逸, 47.390466
一方エイリアンのシガニー・ウィーバーを思わせるお色気満載の演技を見せたサンドラ・ブロックだが、後から調べたらこの役ナタリー・ポートマンやスカーレット・ヨハンソンも想定されてたのね, 46.717243
それと死にすぎ・・・ゲームが原作だと駄作ってイメージを持ってしまうがこれはちゃんとした作りで楽しめます, 46.626266
もっとレトロで夢のあるものを期待していたのだが、フタを開けてみれば近代的でハイテクな工場…, 46.479453
それが、人間ドラマ（もどき）やミステリー（もどき）の含まれた作品であったとは…「単純なアクションだろー」と侮っていた作品に、意外な要素があったことと、大迫力の炎に楽しませてもらった、満足, 46.424478
消防士として、兄として、そして男として最高にかっこよかった, 46.047846
ほんとに１人で生き残っちゃってるよ・・・ってかんじです（笑）あーでもゲームを知らないあたしでも楽しめたので刺激・スリルのほしい人にはオススメ♪♪音がうるさすぎ、作品そのものは面白かったんだけどそれがいただけなかった, 45.983985
ディズニー作品のように親子で見て道徳心を育てるという風でもなく、ただ単に良い子にしている子供にだけ幸運が訪れるのだと諭すにしてはあちこちで表現がグロテスク過ぎて子供が泣くぞ, 45.959759
やっと衛星内でヘルメットを着脱して顔が個性が俳優が、サンドラ・ブロックは後半にジョージ・クルーニーは最終クライマックスまえにエドハリスは判らず, 45.591064
ジョニー・デップがすごい、ディープ・ロイのインパクトが高い、劇中の音楽が良い, 45.281594
宇宙空間の表現としては良くできているのだと思いますが，それだけでした, 44.947776
曲がりなりにも一緒にイベントに参加した他の子供達が次々抹殺されて、他の親子の安全も確認せずに、残った自分が優勝ですと言われて「やったー有難う, 44.512979
火をこういったテーマで扱った作品はこれまで無く、さすがヒューマンドラマを撮らせたらピカイチのロン・ハワードと言ったところか, 44.499392
恋愛面はちょっとしたミスリードになってますが（悪者一味の情婦よりは、自分の投稿を評価してくれる女記者とくっついた方が自然だから）、ストーリーは、ほとんど思ったとおりに進行する超人ヒーロー系勧善懲悪型, 44.341205
泥棒を色んな方法で撃退するんだけれど、使うものがビデオだったりおもちゃだったりで、子供ならではの発想が満載で面白いです, 44.035369
２回とも３Ｄ・ＩＭＡＸだったので他と比べることはできませんが、本当にこの環境で見てよかったと思います, 43.947580
徹底的に計算されてこだわりぬかれて作られた宇宙空間の映像の臨場感は、既存の映画の枠を確実に一歩確えた作品であると思います, 43.439113
しかし見終わった後、一緒に見ていた男が「アメリカも消防士が足らんのとちゃう, 43.199391
 最後の所で 兄の遺品を取りに行った主人公が出動ベルでおもむろに着 替えてＦｉｒｅｔｒｕｃｋに乗り込むシーンで流れる「show MeYour Firetruck」 （料理の鉄人のオープニング）は恰好良く場面に合ってた, 42.788184
しかし、ゲーム原作の作品の中では、一番よい出来だったのではないでしょうか, 42.615830
これはもう、ブルーレイとかDVDを発売しないで、月に一回くらいのペースで劇場で上映し続けた方が良いんじゃないかと思います, 42.565004
あと、今まで期待を裏切られてきたゲームやアニメの映画作品としても、評価のできる内容ではないかと思います, 42.560607
不器用で、素直に“愛”を表現できない男をＫ・ラッセルが好演, 41.638219
IMAX3Dでの鑑賞、ひたすら映像技術を堪能する映画, 41.292076
やはり、一番のシーンは、カートラッセルが「あれは俺の弟だ」といって担架に載せられいるシーンで涙がこぼれてきた, 41.134369
消防士としての圧倒感、凄さをもろに受け、感動してしまった, 41.124397
チョコの川で泳ぎたい♪ジョニーデップもさることながら、キャスト勢が本当に素晴らしかった, 40.680437
真犯人までの持って行き方には捻りが効いてますし、登場人物もそれなりに掘り下げられてはいるのですが…うーん、少し欲張ってあれこれ詰め込みすぎ、やや消化不良ぎみのエピソード（恋人との絡み、デ・ニーロの途中退場など）があるのが気になります, 40.376319
ダールの詩をほぼ忠実に歌詞にして、ウンパルンパに唄わせた曲、１曲１曲が完成度高し, 40.029453
工場の話よりウォンカの父親とのストーリーが感動的で好きでした, 39.951303
バイオがやりたいがためにPSを買ったという、いわゆる根っからのバイオファンである俺にとって、この作品は大いに期待するものだった, 39.736114
、、、、、マスクというのは、古今東西、どこにでもあるテーマなのでしょうが、娯楽に徹したアメリカバージョンというのもいいですね, 38.650226
見どころはやはり火事のシーンで、もちろんそれも素晴らしいのだが、調査官役のデ・ニーロと放火魔のドナルド・サザーランドも出番は少ないがとても良い味を出して、この作品には大きく貢献していると思う, 38.609272
まるきり別物として見てもOKですが、あちこちにゲームの世界観がまぎれていて、それはそれで楽しめました, 38.485010
火災現場のシーンは迫力満点だし、ドアの隙間に煙が吸い込まれていくのも印象的でした, 38.445184
最新のシミュレーションアトラクションで宇宙体験してきたかのよう, 37.728622
後味すっきりでした◎笑いがアメリカンなので松ちゃんを崇拝する僕にはまるで笑えなかった洋画に笑いを求めてはいないけどCGもぜんぜんすごいとは思えないなースカッとするストーリーにたて一本ちょっと・・・（笑）こういうの好き, 37.626580
あ、ちなみにＵＳＪのアトラクションの方はとても楽しかった（＾＾；）火は生き物だとよく聞きますが、ホントそのとおりでした, 37.539192
化け物や怪奇現象など一切なく、宇宙空間そのものの恐怖をリアルに味わえた初めての映画でした, 37.491358
もっとエグいゾンビを想像していたのともっと派手なアクションを期待していたので・・・, 37.435955
ＣＧやギャグシーンはもちろん、主人公の感情の変化もうまく表現されていて良い作品だと思います, 37.350926
単に日本が生んだ世界的人気ゲームの映画化という以上に、アイデアと技巧を凝らした、まさに力の入ったアクション映画となっていて、こういった作品にありがちな企画の安直さなど微塵も感じさせない, 37.267644
向こうの消防士さんは子供のヒーローだもんね、是非こうあって欲しい, 36.924632
最後“自信をつけてマスクを捨てる”のも読めちゃいますが、その「お約束」の中で、少々はじけすぎとも思えるコメディで楽しませてくれます, 36.484325
、、、、何度見ても見飽きず、10年たっても色あせないのは、ダンス、衣装の色彩、細かな仕草などが、大胆でありつつ手を抜かず、丹念に作られているからなのでしょうか, 36.090992
ただ今回はみなさんの10点祭りに参加しようと思い10点の映画を見に行く気持ちでハードルをあげすぎたためか全体としては思ったほどの満足度が得られなかったので8点とさせて頂きます, 35.927021
の部分もあるが）、キュアロン監督おなじみの長回しが効いていて、映像体験としても一見の価値あり, 35.429337
突き抜けないけど平均点の高いこのレベルを保てばあと３作はイケそうだ、次は何も考えずに劇場鑑賞してみたい, 35.405075
その中で、ウォンカのお父さんとチャーリーのお父さんのポジションが気に入りました, 35.288723
目まぐるしく走り回って、屋根裏に追いやられ、停電があって、あわただしい出発があって、近所のガキがうろうろしてて勘定の中に入っちゃって、飛行機の座席がバラバラで…、とにかく設定をこしらえてしまえばいいんだ、というテキトーさがなく、そういう設定へ持っていくところを楽しんで作っている, 35.229196
炎の映像はもちろん迫力があってすごいし、しっかりとしたストーリー展開で最後まで目が離せませんでした, 35.082170
犯罪がらみにしないで、父を殺した火に復讐するまでの神々しい物語にしてくれたほうが良かった, 35.001040
公開された1991年は、大手就職情報会社が新しい雑誌を創刊した年でもあり、偶然の符合とはいえ、妙に「合点」がいってしまうのです, 34.704248
）なんとなく楽しい気分になれるし、映像も綺麗だし、なんだけど、ティム・バートン監督は、この映画で何を訴えたかったんだ, 34.443377
今までは、あのキッチュで悪趣味で人工的な、大人向け香辛料入りロリポップ風画面作りが生理的に好きになれなかったんだけど、ここまで面白さがジャストミートしてくれるなら話は別, 34.307760
命を懸けて人質を助ける消防士を、私達一般人は忘れがちだが、この映画で消防士の存在の大切さを深く思い知らされた, 34.213257
「アドルフの画集」で若き日のヒットラー役を演じた俳優がお父さん役で、これが底抜けにいい人を演じていたのも個人的には泣き所だった, 34.185126
火に向かって立ち向かう男達の姿がかっこ良かった, 34.153971
犬ゾンビがリアルで迫力がありました, 34.055551
ゴールドチケットというツールで次々と役者が揃い、人形が燃え盛って、デップ登場, 34.021340
ですが無重力の描写はかなりの説得力で、長回しによる没入感との組み合わせは効果抜群でした, 33.909671
このワン・アイディアだけで映画を１本作ってしまおうと考えた発想自体は特筆ものだが、マコーレーを中心としていろんな人が何かあるたびにワーワー声を上げてうるさいのと、全体的に何か展開が単調なのとで、意外に見終わったあとの爽快感は少ない, 33.895281
前作は、シャーロック・ホームズの新機軸という感じでドギモを抜かれましたが、今回は落ち着いて観れました, 33.485038
ミラちゃんかっこええ～～～～～♪あの衣装も良かったな♪♪途中だるくなったこともあったけど、いろんな所でドキドキさせていただいたし、痛快だったのでよかったです♪♪ラストも好き, 33.459933
（少なくともオレはそう期待していた）メモを取ったらクロゼットが開く、入った部屋が安全なのかどうかが”観客からは判らない”、うめき声で近くにいるのがわかっているのに姿が見えない・・・これがバイオハザードでしょう, 33.445345
この映画でキャメロン・ディアスを知って、この可愛い人誰, 33.414749
「霧」の擬人化にかなり成功している好例ではあったが、この「バック・ドラフト」ほど見事に成功しているモノは皆無かもしれない, 33.250103
原作を知っている者は大きな驚きと更なる感動を味わう事が出来るだろう, 33.246804
内容はまあまあだったけど迫力が凄かったので・・・なぜか高校生のときに授業で見たんですが、みんな休み時間をいらないといったすばらしい作品でした, 33.173545
バートンの最新作は常に最高傑作で、その奇跡は未だ終わることがない, 32.938035
くすりと笑えるところもあり、アクションもそれなりに面白く、エンターテイメントとしてけっこういい出来だとは思うのだが、やはりあと一歩驚きがほしい, 32.776908
しかし、ある意味ではバートンらしさを取り戻した、つまり原点回帰を果たしたとも言える, 32.621790
前のは１人１人違う人がウンパ・ルンパを演じてたのが個性的で面白かったのに今回はウンパ・ルンパ役の人が１人しか居ないしＰＣで複製しまくってたのが残念だった, 32.583427
別に消防を差別化している訳ではないが、あまりに綺麗に撮り過ぎていて好感が持てなかった, 32.581801
当時火の映像について良くクローズアップされていましたが、脚本も結構いけますよ, 32.214768
3Dで吹き替えで視聴したが、素直に面白かった, 32.204735
ただ２も３も好きだけど、３で最後に汽車がタイム・マシーンにしちゃったのはちょっと子供ながらになんか納得いかなかったな～ナイス映画, 32.197926
この頃のキャメロンが一番いかった, 32.176336
主人公は天才キャラですが、その才能は日常の勉強とかそういう方面で発揮され、カジノ絡みで発揮されたのは人よりちょっと良い記憶力くらいです, 31.961430
ただ、彼の役者としてのそういう魅力はCGを使ってないライアー･ライアーとかの方がもっと見れますね, 31.828798
炎の迫力が作品にインパクトを与え、引き締まった出来になっていました, 31.796052
出だしのノリも良くてワクワクしたが、内容が薄く、スリルも無く、笑い所が寒い部分も所々あり全体的にはいまひとつ, 31.754437
それでも十分楽しめる映画だったのでブルーレイが発売されたら購入して３Ｄで再度観賞したいと思います, 31.736588
天才的頭脳を駆使してラスベガスで大もうけ、という話だと聞いていたので、さぞかし痛快なストーリーかと期待していましたが、それほどでもありませんでした, 31.561501
カルキン君はその後、億万長者になってしまったために両親が金銭面でモメて離婚し、彼も俳優業を引退してしまったと聞いてます, 31.473816
ストーリーは凡庸でも、宇宙遊泳の気分は十分楽しめた, 31.012910
あと、ミラが綺麗だったし乳首が見えたのでオマケで３点, 30.962695
ストリーは地球に帰還するのみ、リアル３D映像と音響を映画館で楽しむ作品です, 30.770474
観たのが、まだＣＧなれしてない頃だったんで映像は派手で新鮮やったな～, 30.679234
ファンとしての義務感で見たので、正直いって期待していませんでした, 30.650471
家族愛がテーマになるのは、世界中の家庭のパラダイムが崩壊しつつあることの裏返しと思う, 30.648672
これ以前にこころ優しい家族思いの少年を表現していたのに、家族のために使うのではなく自分のために使う（まぁ、そうしないと映画が始まりませんが･･･（汗））, 30.567324
自分に向かって物が飛んでくればCGに見えてもかなりの迫力を感じました, 30.394440
劇中ではそのような「おかしな家族愛」をちょっと観客が引くぐらいの勢いで軽快に叩き潰していました, 30.279216
バートンが本気でやりたいことをやればこうなるのだと誰にでも予想出来たがまさか本当にここまでやってしまうとは, 29.742876
が、それ故に、大ヒットの表層だけをとらえた製作会社が中身のない３Ｄイベント映画を粗製乱造しないよう願うばかりだ, 29.644724
作品としての質は高いのですが、謎の解明の部分を入れてしまったために主題がぼけてしまったような気がします（ラブストーリーとか前の奥さんとかはもちろん蛇足です）, 29.495490
と期待がイッキに高まり、ガキどもが次々抹殺されていくところまでは最高だった, 29.349401
ところでこの映画での主演のタクシーのドリフト、８１分２０秒のとこと８１分３５秒のとこ、僕が今まで映画とかで見てきた車のドラフトシーンの中で最もスムーズで最もコントロールされたものだった, 29.314886
原作も馴染みがあったし、なんかスンゴイ面白そー♪という、大いなる期待のもと観に行きました, 29.210629
 マスクを取り囲んだ警察官達が踊りだしてしまう所最高, 29.025882
それにしても思うのは、役を完全に自分のモノにしたうえで好き勝手に暴れる様に演技する役者のパワーは最強なこと, 28.935669
第１作だけを一つの作品と見るかは個人の好き好きだが、私自身は３部作を一つの作品としてみたい, 28.876179
昔ジョニーデップがショコラっていう映画出てましたが、チョコ好きですねえ, 28.833296
プレイヤーとなる主人公が後ろ手を組む合図と共に場につくんだけど、主人公が場につくまでのカウントが映されてこそそのカラクリを楽しめるというもんだ, 28.718837
主人公をいかにもNYらしく黒人女性（しかも肝っ玉母さん風）に変更したまでは良かったものの、他には特筆すべきアイディアもなく、ダラダラと進んでいくストーリー, 28.650470
笑いあり、歌あり、ダンスあり、チョコッとロマンスあり、ついでにワンコ大活躍、ということで、内容的には大満足な一品, 28.628018
本来ＣＧやら何やらは何かを表現するための技術であって，映画のつまらなさをごまかすためのモノではない, 28.565474
どんなところが素晴らしいかは、もうたくさんの方が書いていらっしゃるし、私の文章力では表現しきれないので、未見の方に向けてメッセージを送ります, 28.499879
今までに見たバートン作品での中では一番, 28.490380
冒頭からの壮大なスケールの映像に圧倒、やはり映画館でそれも３Ｄで観るべきだったかと思いつつ、しかしながら徐々に疑問符を感じる, 28.350106
日本語吹き替えはまわりの子供が五月蠅くて正直うざいんだけど、初日だったせいもあり、子供達の爆笑が大いに映画を盛り上げた, 28.331205
子供向けだと思いますが、ちゃんと心があったまるエピソードも盛られていたりして、特におじいさんとの教会での会話などが印象に残っています, 28.293210
リメイク前の作品より映像的に、ものすごく進化していたし（当たり前か）、ゾクゾクするような音楽がこれまたあやしい物語を引き立たせていて良かった, 28.188516
小学生の頃、家族みんなで観て大笑いしたのを覚えている, 28.053592
