レビュー文, スコア
安価で高画質、おまけに映像特典満載のDVDの登場以来、こだわりの映画ファンとて「映画は劇場で」なんて一概には言えない時代になってきましたし、常々どんな映画もいかなる状況であっても見ないままでいるよりはましだなんて思ってきましたが、本作に限り絶対に劇場で見るべきだと痛感したのでした, 57.102861
等々の理由で、オリジナル版誕生以来の様々なホラー映画（１３金にスクリームに・・・）の要素を贅肉として身に付けてしまったリメイクは、作る意味がなかったのではと思います, 56.325511
いろいろ突っ込みたくなるポイントは冷静に見ていればあるんだけど、この映画で書きたかったのは、そんなあらすじなところでなく、「アイアムレジェンド」というタイトルからも一人残った男と、その相棒の犬が大都会でどう生き抜いて、自分にはこの人類を救う為に何かできるとい希望をそれでもまだ持ってるというところが伝えたかったのではないかと私は解釈したので、つじつまはどっちでもよくて素直にみて楽しめました, 55.789974
もっくんの納棺士役と、山崎努の存在感がいい味出していましたね, 54.142468
 と思ったけど、アカデミー受賞の興奮で点数逆に甘すぎたのが他の作品の自分の評価と相対的に比べると否定できない, 53.485630
納棺の儀を見守る家族の表情がなんとも言えない感じで、ただ悲しいだけじゃないような何か家族の繋がりを強く感じさせる景色になっていて、ぐっと込み上げてくるものがありました, 52.170813
とはいえ、納棺という、誰でも一度通ることになる人生の通過点に、はじめて焦点をあてたところは10点, 51.561132
本作は真面目に作られた好感の持てる内容ではあると思いますが、別に賞の権威を見下して自分を高みに置いて悦に入るとかでは全くなく（少なからず私はそういう心情が働きがちなゲスな男ですが）、どうにも高評価できません, 50.998928
俳優陣の演技はとても良いのだが（個人的に広末だけは微妙）、台詞、展開が何だか全体的に安っぽくて、とにかく感情移入できなかった, 50.965214
おはなしは7点、本木雅弘、山崎努両氏がとても良かったので＋1点で8点としておきます, 50.382768
その意味で、日本人は他の外国人に比べ、人の「死」を宗教というオブラートに包まずに、より深く受け止めているのではないかと認識を新たにした, 50.289670
なかなかセンスが良さそうな予告の映像が、観た動機ですが、暑さやじめじめ感、ざらざら感、緊張感が伝わる映像には引き込まれる, 50.243037
脚本（シナリオ）を学ぶ者として一番強く感じたことは、この作品のシナリオは、シナリオ学校でお手本として使うに格好の作品であるということです, 49.093074
私はこの作品がアカデミー賞を獲ったのでどんなものなのかを知るために観たのですが期待が大きかったせいか少しがっかりしました, 48.786239
この映画では、納棺師の仕事をうまく物語におとしこんであって、ちゃんとお別れすることの大切さを、説明的な描写をあまりすることなく描いていて、なんだか癒された優しい気持ちになれました, 48.302572
正直ホラーなんて映画館では見たことないのでどーゆー衝撃が自分に訪れるかっていう楽しみマンマンで行って後悔しました（ぇ）「ＲＥＮＴ／レント」で劇場内一人っきり鑑賞したお陰かフツーに僕は怖かったんで、絶叫してました, 47.851566
山崎努はさすが貫禄の演技、余貴美子、笹野高史、これが遺作となるかもしれない峰岸徹など脇も良し, 47.447362
物語の展開のさせ方や、カメラワークのかっこよさもさることながら、各登場人物の立場と行動の関係がリアルで、細部に必然性があるところが一番好きです, 46.831212
一番驚いたのはあの楽器の値段だ納棺師という仕事が外国の人達には奇妙で興味をそそられる題材であったのだろうか, 46.365855
チェロ演奏などモッくんの役者魂にも感心したが、どうにもこうにも広末涼子の演技だけは拒否反応, 45.026994
実際、オリジナルのイメージを壊さない優等生的な作りではあるが、そういう意味では、逆にリメイクとしての存在意義が薄いのが難点, 43.771403
」ということですが、デ・ニーロとダコタ・ファニングの演技力で緊張感は保っていました, 43.022621
オリジナルは素人同然の連中が作った掘り出し物、いわばたまたま食べてうまかったラーメン屋の味、リメイク版はこなれた一流スタッフが作った、いわばマクドナルドの味ですから, 42.675847
いい具合だった前半を引っ張っていたのは紛れもなくダコタ・ファニングの無表情演技だったので、それを収穫にします, 42.241983
納棺師という職業に着目し、自分の中でストーリー化を暖めていたというモックン, 41.789716
でも一番痛そうだったのが、殺人鬼が色々やっているところではなく、ボインちゃん（死語）のヒロインがフックにかけられた友人を救うために足を抱えて持ち上げようとしたにも関わらずフックが外れず友人が苦しんでいるシーン, 40.947196
アカデミー賞をとったということで米国で受けを狙った作品かと思ったのですが、そうではありませんでした, 40.512239
オチは読めるが、久々に気合の入った演技をするデ・ニーロを見ることが出来て安心した, 40.428800
オリジナルファンは不満みたいですが、オリジナルを知らない人には充分満足いく出来で、結構おススメできると思います, 40.417639
アカデミー賞受賞で満席の映画館に行ってきました, 40.235948
なぜこれでアカデミー賞外国映画部門が取れたのか不思議に思う, 39.765944
たとえばリー・アーメイ保安官が親切な人で、主人公達はすっかり頼りきってたのに、その後彼が帰る先がチェーンソー一家の家だとわかったら, 39.729241
あまりにも絶望的なので精神を安定させるために登場人物に多少腹は立ったが、とにかく俺は雰囲気で絶望感を最後まで堪能できました, 39.194632
宇宙ステーションとパンナムの連絡機とのドッキングの所で使われた美しく青きドナウ、木星への旅の船内シーンで使ったガイーヌのアダージョあたりかな, 39.075721
ただ序盤からの流れは、完全にB級モンスターパニック映画の作りで、登場人物たちの各描写がそれほどじっくり描かれているというわけでもないし、正直心理サスペンスのほうには気持ちが傾かなかった, 38.941463
あのオチは珍しくないですし、最後の最後で解決したかと思いきや娘も同じ症例を抱えていたという救われない形でしたが、敢えて途中でオチがバレてもいいような伏線の張り方や、思い返してみてなるほどと感じる部分もあり、決してつまらない作品ではありません, 38.844705
そういう意味では、これが初シナリオだという小山氏はさすが構成作家としてその素養をキチンとお持ちであったことには感心の極みであります, 38.747084
笑って、泣いて、生きること、死を迎えること、人生の意味、いろんなことを考えさせられて余韻が残る, 37.903472
前作未見な為、詳細は理解出来なくとも、一家族に的を絞った事で、何が起きているのかが分るシナリオは良かったです, 37.651990
ラストも張り合いがない終わり方で、別エンディングがあるとのことで調べてみましたが、個人的には別バージョンの方がずっと面白い映画に仕上がっていたように思います, 37.352552
ほんとうは、大きな賞を受賞した作品を、その結果を得てから初めて観るということは本意ではない, 37.293363
主人公夫婦の演技にはあまり何とも思わなかったが、笹野さん、山田さん等の脇役の演技が何とも良かったと思う, 37.234902
「死」という、普段の生活の中では心ならずも敬遠してしまうテーマを、あくまで「日常」として捉え、真摯に対面することで、その本質を見事に浮かび上がらせてみせた傑作だと思う, 37.058259
本木雅弘や山崎努は良かったが、広末涼子はいただけません, 37.017072
今回も前作同様軍隊パートが幅を利かせますが、今回はアリですね軍隊に必要性を感じました, 36.890421
そして何より、単に納棺師の話として小さくまとまってしまわなかったのは、主人公に"妻帯者"を設定したことが大きいだろう, 36.493060
ヒロインもジェシカビールだけあって、典型的ホラー映画のヒロインのブロンドでかわいい感じの子ではなく良いなあと思いました, 36.178240
だがこの作品の偉業はそこではなく、やはり“納棺師”というテーマに着目したことにあると思う, 35.683925
前作を遥かに凌ぐストーリー、迫力・リアリティのある映像、「ゾンビ映画でここまでやるか, 35.386343
主人公は自らが定めた日課を黙々とこなし、人に見立てた物体に話し掛けることでかろうじて人格を維持しているが、3年間も一人で生きていればさすがにマトモではいられない, 35.256503
死を取り扱った内容ということで、厳かな雰囲気を見せつつ、重たくならないようにコミカルなシーンも適度に挿入されていて、中盤まではバランスのいい内容に仕上がっていた, 34.662274
もしかしてこの作品に関しては本当に本人は映像のほうにこだわり、内容に意味がないのかも, 34.307130
宇宙船の船内デザイン、宇宙空間の描き方、椅子、テーブル、コンピュータ・・・カラーの使い方, 34.191239
まあ監督の意図どおり途中もオチも不快だったから、そういった意味では成功かも, 34.075082
そもそも物語は受け取り手の感情を動かすために作られるもので、動かす方向と作品の出来は別物です, 33.658190
主人公演じる本木は、“おくりびと”としての本当の姿、使命を目の当たりにして、自分の働く場として選ぶ, 33.606509
天才子役は旬が短いから周りは焦っていろんなことをさせようとするが、このシナリオ、この映画であってもダコタ・ファニングはやっぱり素晴らしい, 33.569606
深読みすれば、てか「もしも自分の身に現実に起きたら」とか考えて、ひとつひとつ理解しようと努力すれば納得できないこともないんだけれど、やっぱり映画でしょ, 32.967771
しかし、エイミー役のダコタ・ファニングは無表情ではまり役といった感じです, 32.797205
彼らが知性と感情を有していることを理解していないために、感染者との間で戦争を引き起こすことに, 32.581402
観客を怖がらせるには、どのようなバイオリズムで鑑賞されるかを先回りして脚本・演出を仕掛けていくという能力が必要となりますが、このイーライ・ロスという人物はそれに非常に長けているように感じました, 32.023542
そうそう、あのギャーギャーバカみたいに逃げ惑うヒロインだけは、オリジナルに勝るとも劣らない、頭痛くなりそうなイライラ感を出していて良かったかも, 31.843647
悲壮感に溢れつつも、決していつものノリも忘れないウィル・スミスは、主人公としてバランスがよく安定感があった, 31.840590
ラストシーンが意味不明で、観客にいろいろ考えてもらうために作ったものなのかなーと思いました, 31.784787
しかし、前作では恐怖と笑いが背中合わせの感じがあったのが今回はリアリティを強調したかったのか妙にまともだったかな, 31.502720
当時「オチは絶対に話さないで下さい」とシックスセンス手法で宣伝されていた本作, 31.293127
やっと、やっと、思い出していますけど、最近のデ・ニーロの映画は、「おれは、演技がうまいんだ」というのが、鼻についてぜんぜん面白くありません（あれ、これはほかの作品にも書いたかな）, 31.246361
自分の死生観をあらためて考えさせてもらう機会を与えてくれて、日本映画からこういった作品が出てきたことを嬉しく思いました, 30.800741
どの登場人物も完璧でなく不器用な人をリアルに描いていて、素直に感情移入できた, 30.542053
小山薫堂の脚本は、構成的にちょっと先が読めすぎてうーん…という点も多々あるものの、笑いが上手に散りばめられていてなかなか楽しめる, 30.522220
（オリジナルを鑑賞したため、本作を再鑑賞しました, 30.468975
デ・ニーロより、ダコタ・ファニングの方が上手いんでやんの, 30.332460
30年以上前にこの映像、発想ができたことに、感嘆するのみです, 30.202586
そういうわけで、意味と映像の両面で楽しめる数少ない作品, 30.163726
でも一人で観て良かった～もし彼氏と一緒に観ていたら、一枚だけの貴重な無料券をこの作品に使ったという、女の子らしくない選択に呆れられ、「グロ好きかよ…ムードない女だな」と引かれ、振られていただろう, 30.000767
調べてみて初めて知りました（驚））近年、若干低迷気味のホラー映画の中では本作は群を抜く面白さであり、支持される理由も分かります, 29.710161
だからこそ、賛否両論になるのでは・・・文句なく自分の中のキューブリック作品ナンバー1, 29.244512
そればかりか、その後のＳＦ映画に多大な影響を与え続けていることで、いかにこの作品が優れて時代を超越したものであるかが推し量られる, 29.193494
役者はみんなけっこう頑張ってたような気がするが、それにしてもエリザベス・シュー、一度はオスカー・ノミニーズにまで入ったアナタが、やっぱりあの格好はちょっと悲しすぎるぜ, 28.960215
尚、点数は評価保留という意味で、現時点での平均点（7, 28.153967
ただ前作ではエンディングの爽やかさがあったのだが、今回は容赦のない描き方になっているとこが違う所, 28.138790
様々な思いが重なりながらも、人のすばらしさ、よろこび、かなしみ、何より生を感じられる内容は、日本人特有の美さえ感じさせてくれた, 27.895484
とか、ボロクソなんだけで、でもやっぱり、「大都会を舞台に、よくこんな映画撮ったなあ」という感動については健在、いやむしろパワーアップしており、その点におけるファンタジー性に関する限り、本作も十分に楽しめたなあ, 27.743819
“映画人”として、この作品の誕生から付き添った本木雅弘が素晴らしく、彼の真剣な思いがあったからこそ、映画は成立したのだと感じた, 27.646865
ちなみにジェイソンvsフレディーの一戦はドローにより引き分けだったので、今のところ共に勝ち点1づつですね, 27.629429
それは亡くなった方のためだけにあるものじゃなく、生きてる者がちゃんとお別れして、その後、生きていくのに悲しみを引きづらないためにもあるんだと, 27.564319
その後、およそ９年間、あの時の感激を大切にするあまり、テレヴィやらヴィデオやら幾度の再見の機会を拒み続けてきました, 27.242098
テレビＣＭの予告がすっごく面白そうでめちゃくちゃ期待して見たら、違う意味で衝撃の結末, 27.087759
本木さんのチェロにのせて、葬儀場面が流れていく場面は厳かさの中にも美しさを感じました, 27.042435
ゾンビもどきが出現してからはテンションが一気に下がりましたが、無人のニューヨークの映像はなかなか良かったです, 26.678591
映像の地球が小さいこの映画の未来描写は、皮肉がタップリ込められてるんですねいつの時代に見ても十分通用するＳＦＸ, 26.596947
エロありグロありで、いい感じだったんだけど、お岩さんのとこでマイナス５点, 26.200049
この当時、すでにSTAR WARSなどの大作ＳＦ映画はかなりみていたのですが・・・それよりも相当古い映画なのにそれ以上の映像にみせるのには水準の高さを感じました, 26.179060
冬の山形の白っぽい風景描写や、建物のちょっとした洋風趣味を取り入れたのも、映画の雰囲気を創りだすのに成功しているようです, 25.944622
三池監督がかっこ良かった、何処かの国にこんなクラブ本当に有りそうだね誰か紹介してなんかもーエグイはｽﾄｰﾘｰは薄っぺらだわ･･･って話なのに最後まで目が離せませんでした, 25.844442
オーストリアの映画はほとんど見た事ないけど、音でいうとクラシックの伝統とフリー・ジャズやテクノのクレイジーさの両方を合わせ持つドイツとかの今っぽさかなー、と思いました, 25.616454
3回目のチャレンジを始めた時にはさすがに“おいおい、察しろよ・・・・じゃなきゃ、道具（いすや机など）を使ってもうちょっとどうかしろよ・・・・”とヒロインに対してツッコミを入れてしまった, 25.520123
４畳半の自室で・真昼間に・カーテンなんて閉めちゃったりして・上下真っ黒のノン・トリミング版を・スタンダード・サイズの21型画面で……, 25.333119
うーん、1回目は意味不明、2回目でちょいおもしろかった, 25.212279
ハリウッドの甘っちょろいホラーを否定するために作ったのなら、もっと理詰めで展開していいはず, 25.059486
偏見に対して回りくどい説明や臭い台詞で理解してもらうのではなくて、その立ち振る舞いで納得させてしまう説得力にも感心しました, 25.050120
大作としてリメイクする以上は、質を向上させることが第一目的ですから, 24.733275
前知識を付けないようにして観に行ったので、展開が自分の想像とはぜんぜん違って凄く新鮮でしたｖ感想は「怖かった～, 24.698497
依って立つべき基点が存在しない空間こそが実はこの世の実相だという一見当たり前なことを、あたかも初めて知らされたかのように感じさせてくれる映画というだけで、びっくりしました, 24.529165
オリジナルの｢悪魔のいけにえ｣が結構好きだったので、期待して観たのですが、こちらは・・・って感じでしたね, 24.492809
映画館で予告を見たときに既に結末を予想していたので、それを確かめるためにDVDを借りたようなもの, 24.042517
シックスセンスのオチは本当に私のつぼに入ったのですが、これはあんまりです, 23.992330
やっぱキューブリックの最高傑作であり、SF映画の最高傑作, 23.695282
ラストに関しては、私個人としてはスタッフロールの最後に銃声が一発鳴り響いてくれたら１０点付けても良かったです, 23.618019
そして前述した人たちがすなわち自分の理解者となるとき、大きな「幸せ」を感じられるのではないだろうか, 23.572816
よく出来たCGはそれなりに迫力あるが、これぐらいのレベルのものは、今では有り触れているのでそんなに驚くほどのものでもない, 23.273545
レザーフェイスが出てきた瞬間スリップノットじゃんと友人と同時に叫んだのが印象的でした, 22.965995
 でも廃墟のＮＹの映像、犬の愛しさは＋１に相当する, 22.579564
でも重厚すぎるストーリーについていけるだけの脳みそを持ち合わせてない自分を発見したって感じです, 22.563587
特典で付いていたもうひとつのエンディングを観ても、意味不明, 22.491807
俳優陣の演技も抑制が効いてめりはりがあり、素晴らしかった, 22.089398
お話の展開がよぉーくできていて、たぶん脚本の時点で十分完成されていたのだろうと思う, 21.826561
ただ、実はそれと同時に存在する深い“幸福感”に気付いた時、涙が溢れた, 21.641183
が、前評判が高すぎたこともあり、少し肩透かしを食らった感じというのが正直なところ, 21.617798
とは言っても、ダニー・ボイルは製作総指揮とかいう名誉職で、監督・脚本はよくからんヒトがやってたりする, 21.568407
今まで様々な映画で評価を受けてきたフランク・ダラボンだが、彼が最も得意とする分野として、悪役の憎たらしさの演出というのが挙げられるのは間違いない, 21.469994
人類の歩みを描いた作品でありながら、コンピューターのハルが一番人間臭いというか、魅力的だと感じるのは不思議です, 21.455974
この映画は20年ほど前のCGが今ほどなかった時代に作られれば名作になっていたかと思う, 21.433021
「ピアニスト」で純情おぼこの初恋をパロディにしたミヒャエル・ハネケが、その前に作ったサスペンス映画のパロディ, 21.355724
冒頭のお父さんが妻を見捨てて逃げるシーンからラストシーンまで面白く鑑賞できました, 21.334005
極限状態で人間がどんな行動をするのかを描いた映画が大好きなのですが、この映画はその中でも、ゾンビと同じくらい面白いです, 21.326230
テキサスの田舎でチェーンソー持ったデカブツに追いかけられる若者達のアクション映画, 21.315735
自分の置かれている状況に共感できる部分も多々あるので、思い切って８点献上, 21.138728
でも肝心のストーリーは、、、どこが「シックスセンスを上回る」ですか（怒）ちょっと期待はずれでガッカリ, 20.998673
内容には関係ありませんが、やっぱり興をそがさないためにも、名作映画は静かに一人で見るに限る, 20.954976
まぁそれは私の見る眼がないだけだろうが、山崎努の名演には誰もが同意するだろう, 20.922693
隠れた成長産業である葬儀産業のプロパガンダ映画かもしれないが、このような職種が生まれるのも社会が成熟し余裕がでてきたんだろうか, 20.910270
以前、ドイツ映画の倫理審査員が「日本のアニメは、好きになれない, 20.885425
前半から中盤にかけてストーリーを盛り上げるために色々なことを仄めかすが、それが全然真相につながっていない, 20.879179
個人的には前作と今作どちらも捨てがたい出来で同じ点数を付けさせてもらいました, 20.857026
その他諸々ありますが、この映画の全体的な完成度が高いのは認めざるを得なく８点にしました, 20.612921
チェロの旋律、生死観など、うまい具合に一貫性が保たれ、脚本が非常に上手い, 20.375728
子供は大迷惑でしたけど…この手の映画は結構好きで内容も悪くないと思うのですが、夜のシーンが多くて何がどうなったのかよく判らなかったのが残念です, 20.159063
あとオリジナルにあった、荒涼とした乾ききった田舎町での雰囲気が無い, 20.110634
後は観に行ってのお楽しみｖなのですが、観に行く時にこれだけは注意していた方が良いことがあります, 19.915193
が、さすがにこの手の映画をいくつも見てると、開始後すぐにオチのパターンがすべて類推できてしまうのはいただけなかった, 19.618042
ゾンビシーンが少な目ですが、ストーリーを楽しめますしドキドキも期待できます, 19.498648
しんみりと感動したいと思って見てみたら、じわじわと感動出来て良かった、といった程度のものであろう, 19.491391
自分に置き換えてみて俺だったら絶対助ける・・・口で言うのは簡単だけど、その場にならなければ人はわからない, 19.340029
少なくとも邦画の持っている枠組みを突き破るような映画ではないことは確かで、枠内でうまくうまく撮りきった良質の邦画という位置づけが正確だと思う, 19.226164
だけど映像は見事、ＣＧなしで撮られた事がすごいとこ, 19.219188
ドラマティカルでご都合主義にも程がある作品が多い中、その点はリアルで良いかも, 19.040617
設定が面白そうだし、ウィルスミスだし、結構期待してみたらなんとホラー, 18.960054
仕事を終えた後、鶏肉を美味しそうに食べるシーンはすごく印象的, 18.955157
河原でチェロを弾くシーンや山形の自然が本当に素晴らしい, 18.874575
」の台詞）だったので、思い切り酷評してやろうと思って見ていたが、いい意味で裏をかかれた, 18.851489
一度きりのおのれの人生は、２度とない, 18.756623
冷静な観察力や判断力が失われており、独自の社会を形成している感染者を依然としてただのバケモノとしてしか見ていない, 18.502325
万人受けで安全策が垣間見れるので、もう少し、オリジナルティを高められたのでは, 18.477480
期待してた内容と全く逆だったので点数は辛目だけど一回みといて損はないかも, 18.285141
最初に観た子供の頃はほとんど理解できませんでした, 18.246597
うっわー、エイミー・アービング老けたなあ、とか、ファムケあいかわらずスタイルいいなーとか、エリザベス・シューはなんでこんな役をやってなきゃならんのだ, 18.150104
』はそれなりに楽しんで観たけれど、これは「もっと変な映画かと思って観たら、意外にフツーのゾンビ映画でした」という、意外性が意外にも無かったという意外性によって楽しめたのであって、別に、もう一本同様の映画を観たいとは思わない, 18.136882
スティーヴン・キング原作の映画だしR-15指定だし絶対それなりにエグいシーンがあるはずだ、と割り切ってみれば全然大丈夫でした, 18.058961
映画の大半を一人で立ち回ることができるのも彼の俳優としての実力があればこそだろう, 17.986053
こーなると観にくい映像とかリアルじゃない設定とかでーでもよくなる, 17.528107
とはいえ、相当に修練を積んだであろうモックンの動きや、終盤に向けての見事な展開は見応えがあった, 17.504390
オカルトものだと思ってたのでオチに全く気づかず、けっこう楽しめてしまいました, 17.413078
28日後の続編ですが、コチラのほうがまとまりが良くエンターティメント作品としては悪くない仕上がりです, 17.402451
キューブリックらしく理解できない点も多いが、言わずと知れた名作, 17.354351
さいきん知人に海外一人旅をすすめられその気になっていましたが、やーめた, 17.197674
初めの1時間までは、それなりに楽しめるがそこからの時間は、苦痛でしかなかった, 17.139747
そんな取っつき難いテーマを、前半の程よいユーモアを交えて見やすく知れたというのが、本作を見て良かったと思える部分だろう, 16.938392
ワンコが一番いい味出していたｗ主人公が何故感染しないのか, 16.820609
狙い所の面白い作品だとは思うけど、納得できない人がいても不思議ではない, 16.819347
いい具合にミステリアスに進行していたのに、まさかと思っていたオチをそのままやられました, 16.792209
長尺だとしても、それに見合った深みのあるシーンで展開していくのであればともかく、明らかに映画のテンションを落とすシーンが多かったように思う, 16.711730
オープニングでクラッシクで落ち着いた雰囲気からタイトルが出るや否やハードロックが流れる, 16.511138
ストーリーに関しては、アーサー・Ｃ・クラークの小説読んでから観たので十分理解できました, 16.143439
後は、ただチェーンソー持って襲ってくる力持ちのオッサンにしか見えなかった, 16.085578
ハルがデイジーを歌うところは結構ぐっとくるものがありました, 16.066477
私の最高イライラシーンは、カメラ目線でこっちに向かって話しかけて来た所, 15.874159
まったく救いのない、でも逆にそれがリアルであり印象に残る作品に仕上がっている, 15.764614
その意味を観る者にありありと見せ付け伝える、そのすばらしさは、正に秀逸, 15.632613
ここ数年見たホラーの中で一番よかった, 15.614708
犬がビルに入っていったシーンの、主人公のビビリっぷりが良かったです, 15.578738
２８日後のストーリーが物凄くつまらなかったからその辺は覚悟して観たので問題なし, 15.563391
今の時代では難しいかもしれないが、私生活は謎のほうがいいよね, 15.530645
テキサスの夏の暑さや土のほこりっぽさ、乾いた感じがすごくリアルに伝わってきます, 15.194065
ただ、カメラワークや音響や、編集テクニックなどはいかにも最近の雰囲気, 14.837162
ぜひ今の技術でリメイクしてほしい作品, 14.778309
そういう意味で３点にしときました, 14.374596
続編だから期待してなかったけど、続編と同じくらいよくできていました, 14.293402
素直に感情移入でき、なかなか良い作品であった, 13.908316
自分はたまたまスクリーンで観る機会に恵まれたのでよかったです, 13.643986
そして、追いかけていた鹿が建物の中に入ってしまって・・・というところまで満点の映画です, 13.466045
求めていたのは、最後の最後エンドロール前に流れた定番シーン, 13.432165
で、今回の出来ですけど、映画としてのクォリティーが上がったのはうれしいです, 13.414728
これはジャンルとしてはホラーだと思うが、ストーリーがしっかりしていて面白い, 13.358427
助かるかと期待させて、容赦なく裏切る展開は良かったです, 13.283045
私基本的にキューブリック作品は好きではありません（シャイニングはかなり好きだけど）, 13.238885
静と動の対比でいえば、これは明らかに静の作品, 13.238885
自分には難しすぎたので中庸の6点, 13.209322
しかし個人的な好みでいわせてもらうと、私めが最も魅かれたのは、初期のキング・クリムゾン調の音楽でした, 13.109941
離れていても大切な人を想う気持ちが生きる力になるんだな～（しみじみ）2012, 12.960702
日本人の良さを再発見した気分だ, 12.850658
外観は綺麗でも、ぎっしりと詰まった建物が閉鎖された空間である村をうまく表現していた, 12.798542
こういう状況下におかれたら、おそらくこれと同じことが起きるだろうなあ、って真剣に思えちゃう, 12.735168
機会があったらもう一度見たいね, 12.537332
しかしこの映画の舞台にはまったく秩序がないので、何が起こるのかわからない状態でのスプラッターは、もう完全にアクション化していました, 12.445193
最後にもっとひねりがあるかと期待していたのに意外にあっさりしていて時間は短く感じた, 12.338852
あれだけの規模のバイオハザードがあった場所にすんなり帰国するとは思えないのだが、そもそもなんで米軍が管理しているのか, 12.064573
まあ、とにもかくにも、今後ともウィル・スミスには地球を救っていってもらいたいと思う次第, 12.064573
68年製作と知っていても、なお信じ難いクオリティには感銘を, 12.040857
初見中学生の私は当然爆睡してましたが、今は大好きな作品です, 11.977321
妻を見捨てて全速力で船に逃げるシーンは名シーンです, 11.677378
小山氏が、何がツボかを知り尽くしているがために起きた現象ともいえるかも知れません, 11.394343
出番は比較的少ないですけど、それでもレザーフェイスに匹敵するほどの恐ろしさが滲み出ていました, 11.266065
そこまでは良かったんですが、なんか如何にもヒーロー然としか兵士が絡んできてからは大味な展開でしらけてしまいました, 11.066638
そういう意味で、どっしり構えて「どうせクソ映だろ, 10.804299
その意味で、視点としてはすばらしい, 10.804299
この作品は状況を楽しむ映画であって、物語をどうこういうモノではなかろうと感じた, 10.736873
けしてＢ級以下の作品ではないし、素晴らしい傑作ともいいにくいくらい, 10.466296
最後の４分の１ぐらいは、リズムと変化があって、とても良かったと思う, 10.110023
しかし長女役の女の子、顔濃いいい, 10.090492
まあこういう作りにすれば海外ウケするのはわかるし、初めから狙って作ったのでは, 10.090492
なぁ、天国のボブ、あのアルバムのタイトルは、確かレジェントだったよなぁ, 10.049670
面白いことは面白いんだが、設定の粗が目立つのは残念だ, 10.015824
目ん玉の子がああなるまでの過程を物凄い勢いで想像しちゃいました, 9.985132
射撃担当のおじさんは、主人公より目立ってましたね, 9.936570
ダーク・シーカーズが彼を追ってきたのは拉致された仲間を救い出すためじゃなかったの, 9.784905
でもやはり、彼らが戻ってくることを期待しているんだ, 9.377997
なにもかもが早すぎるので周りの景色をゆっくり眺める余裕はいっさいなかった, 9.174201
オチが頂けないですが、まぁそれなりに楽しめました, 9.162907
しかし、それをものすごく有効的に活かした素晴らしいスプラッターホラーだと思います, 9.048679
これならチャールトンヘストンのΩマンのほうが面白かったです, 8.991880
夜のシーンはハラハラしまくりで最高でした, 8.990121
ぼーっとした顔で残酷な行為も平気でする手合いが一番怖い, 8.845697
僕の中で、生涯最高の映画はこれです, 8.669187
だから私はこの作品を観ている時に、その瞬間だけを素直に観ていました, 8.544331
しかし、この世で一番怖い映画を創ってやろうという製作側の意気込みはひしひしと伝わって来た, 8.375694
一つの宗教の誕生を見るかのようです, 8.280828
