レビュー文, スコア
画の作りが甘いとか、話が他愛も無さすぎるとか、本当に子供向けなんだけどそこが逆に猫の物語という感じで良い具合に気が抜けていて好きです, 72.571715
バロンやムタ、猫王など、魅力あるキャラクターが多く、何気ない町の様子なども、子供目線には素敵でワクワクするような描き方で、そのあたりはさすがだと感じました, 70.603419
良い点だけまとめると、電話ボックスというところだけで展開していくというあのアイデアは、非常に新鮮味はありナイスでした, 68.532082
ＴＶドラマの方は漫画っぽい展開であまり好きではなかったので期待せずに観たのですが、同じ舞台を借りながら、ＴＶとは全くの別物の作りになっていて、面白かったです, 67.598215
電話ボックスの１シーンでひとつの物語を完成させたのは立派, 66.962873
だがその密室は常に扉をあけている売れっ子俳優、コリン・ファレルの演技が光る作品でした, 66.819247
」と思ったのは、時間軸をそのままに描き出される映画世界、所々で画面分割を多用するその手法は、まさに今大流行のテレビドラマ「２４」ではないか, 66.202709
ドラマは一応観ていたので、どうせドラマの延長戦で作っちゃいました的映画だろうと思ってましたが、皆さんがおっしゃるように一つのサスペンス映画として出来ておりとても面白かったです, 66.199471
映画はほとんどコリン・ファレルの一人芝居、日本の役者なら、イッセー尾形が最適か, 65.775105
コリンファレルはかなり良い演技をしていたんだが、自分はこの役をトムクルーズにやらせてみたいと思った, 65.579561
猫が好きだから★でも本編の前にやってたジブリのやつのほうがインパクト強かったかも, 64.454975
電話ボックス内だけで構成されてるストーリーってのは今まで観たことが無かったし、新鮮感があったので８点付けさせてもらいます, 63.108184
猫を飼ってるんで、猫モノは、無条件で、可愛くおもいます, 63.014939
原作既読＋ドラマはたまに見ていた程度で飛行機で鑑賞しました, 62.937845
映像がずっと電話ボックスの周りだけでこんなに面白いなんて今までになかった一風変わった映画, 62.732873
二人が顔を合わせてホンネを語りあう特殊なシチュエーションとして雪山という舞台は必然性があるし、石神は真相に気付いている湯川を殺すつもりで雪山に誘い出したにも関わらず彼の命を助け、湯川は自分が殺されるかもしれないことを知りながらこの誘いに乗った, 61.810123
漫画の邦画で実写化したものの中では結構出来はよいほうかと原作の世界観を崩さずにうまい事話作ったなと感心, 61.685802
月9の視聴者層を考慮し，原作にない女性キャラとのじれったい恋愛を並行させるというやり方があまり好きではなかったので，映画版でその辺をほとんど排除した点は評価したい, 61.225204
それと、猫の国の色使いが淡い感じで、宝石箱かお菓子の国のような、きらびやかでいてなぜかおいしそうな印象でした（笑）, 60.722048
スチュの人生はキーファーとの電話で明らかになっていくが、二人のやり取りを見ているだけでスチュの人生、性格、生き方も見えてくる, 60.641204
斬新な設定を活かせるかどうかは全てコリン・ファレルの演技力にかかっていて、実際に彼は私を作品にのめりこませました, 59.407277
私はガリレオシリーズの小説よりドラマ版が好きなんですが、そういう人はここでは少数派みたいですね, 59.109111
ハロウィンの王様ジャックがクリスマスまで乗っ取って楽しんじゃおーみたいな軽い乗りでしたが、人様の物を横取りすると、とんだ目に会うぞ, 58.857568
それにしてもわずか１０日間ほどの撮影でこのようにハイクオリティのドラマを作り上げるシュマッチャー監督の手腕は素晴らしい, 57.322948
まぁ勢いで見たとはいえ・・・えーこれがジブリの作品…ギブリーズの分の時間を猫恩に使えばよかったのにー映画館で見るまでもない映画・・・, 57.293820
キファーの声は観ている側の想像力をかきたて、コリンの演技に観客は引き付けられる, 57.058485
 脚本にマイク･ホワイトが入っていてジャック･ブラックのよさが出ていると思うし、話と関係ないところでもチャカチャカ動いてサービス、歌も披露♪憧れのシスターと2人で夜中にトーストをかじるのがオカシイ, 56.602423
つまりは、いわゆる「月９」で大ヒットしたドラマシリーズ自体が、この映画のための豪華な「伏線」であったのだと思う, 56.075775
これ気に入っちゃうとグッズ集めちゃうよね、、ジャックがかっこいいなぁー歌も好きだし面白いし≪ネタバレあります≫ジャックが恐格好良い, 55.473261
ところで、コリン・ファレルのあの髭はやめたほうが良いと思う, 54.460976
捜査側の登場人物の背景はドラマで紹介済みなので、この作品では容疑者側の背景が丁寧に描写されているのが良かった, 52.278804
そして更に、日常の繰り返しにあきて、新しい世界や出会いに憧れるのが、普通の人ではなくてハロウィンのキングであるジャックというのがまたまた面白い, 51.661331
電話ボックス周辺だけで90分も、しかも面白いとは、なかなか良かった, 51.654007
ちなみに自分のお気に入りキャラはおっとり屋のナトルです、如何にも猫らしくて愛嬌がある, 51.202769
TVモノアニメとしては中の上」と評していたハルヒシリーズでしたが、いやあ、京都アニメーションの目論見通りか、すっかり堪能させられました, 51.136934
弥海砂は原作では２１世紀に相応しい今時の女の子キャラだったのに、映画では１９８０年代の古いタイプのアイドルしていて、見ていて寒かった, 50.690184
特に堤の演じるあの不気味で淡々とした雰囲気、そしてその中にも人を愛する気持ちや寂しさを漂わせた演技は魅力的で、日本の役者魂を堂々と見せ付けられました, 50.407339
原作を見た上での鑑賞だったのでシンプルに仕上がっていた印象もありましたが文字だけでは伝わらない人の表情や心情が要所で描かれていたのですごく観入ってしまいました, 50.265040
宮崎駿で、ジブリで、映画とくれば、世の中の期待の反応が違う事を認識すべき, 49.500655
のちにこの猫（ゆきちゃん）が恩返しをし、主人公が思い出したところで感動の涙した, 49.343052
ストーリーは面白そうだし、コリン・ファレルが出てるしで見た映画, 49.202352
個人的には、アニメ製作会社の何でもない日常を、映像的な実験を満載（のように僕は見えたのですが・・・）して贅沢に描いた「ギブリーズ」が好みです, 49.200376
原作にはいないオリジナルキャラを出すと大体が破綻をきたすワケですが、月の信念を表現するに当り、今作の詩織はなかなか筋に合っていて良かったかな, 49.133990
コリン・ファレルが、まさにはまり役ですね, 48.283137
電話の声が素敵だったので、キーファーに１点, 48.149244
ただ頭脳明晰、スポーツ万能、世界を変える強い信念と強靭な精神力を持ち合わせた完璧主義のキャラクターであった月が、いまいち行き当りばったりな上、ヘナチョコ風で魅力半減, 48.146321
もしここのレビューの平均点を見て、この映画を見てない人がいたら（その人が宮崎アニメ信者でなければ）見て損はないです, 47.158021
終盤近くまでは良くできたトリックものというだけの感じだったが、ラストは人間ドラマにもなっていた, 47.132384
タイトルは「容疑者Ｘ」（元々の小説のタイトルはこちらだったとか）がふさわしく、主演「堤、松雪」であって、福山、柴崎は刺身のツマといった趣の作品でした, 47.092787
ディズニーアニメは歌をきいていて心地よいのに…ティム・バートンは好きなんですが、これは見続けるのがちとつらかった, 46.944276
コリン・ファレルは好きではないのですが、この映画の彼は好き, 46.673699
そこでまず必要だったのが、原作でももちろん登場する“探偵ガリレオ”こと湯川学が、映画作品では、魅力的な主人公であるという「前提」だったのだと思う, 46.577733
ジャック達の勘違いクリスマス、化け物達が皆楽しそうに準備しているのがなんとも微笑ましい、一方で本気で怖がる実際の子ども達のギャップが良い, 46.352304
電話ボックスひとつでこんな面白い映画が作れてしまうことに脱帽, 46.259953
今までに見てきた映画の中で最高だと思うねー一度テレビでノーカットのやつがあってビデオに録画したんだけどいつのまにかなくなってしまってかなりへこんだもんなー実にすがすがしい映画です, 45.800510
今のところ三十数年の人生でBEST1アメリカでDVD買って２０回は見ました, 44.888404
原作やドラマは見たことが無いですが、予想以上に面白かった, 44.864080
ストップモーションアニメの新機軸を作り出した作品とも言われてますが、その通りで、まさかストップモーションアニメを使ってこういう表現が出来るとは思わなかった, 44.612261
原作が偉大であり、ファンであったため、原作の価値を下げるような映画化はやめて欲しい, 44.561419
しかしそれも、全編のほとんどを一人芝居で演じきったＣ・ファレルの的確な演技があってこそ, 44.511485
ジブリアニメはいつも何かを期待して見ているわけではないのだが、さすがにこれはどうかなと思った, 44.451959
小学低学年の子供たちがディズニーランドで、ナイトメアーバージョンのホーンテッドマンションに入ったのをきっかけに見せたのですが、姉弟の２人とも大喜び, 43.747189
そういえば、ドラマのメインテーマであった「知覚と快楽の螺旋」がエンドタイトルにしか使われなかったのは意外だったね, 43.720087
電話での会話を２元中継っぽくするのはいい方法でしたね, 43.431107
最初に他の精鋭たちと一緒にウィル・スミスが一連の試験を受けるシーンが、なぜかわからないのだが大好きで、何回見ても笑ってしまう, 43.275331
犯人に小物認定されてしまったおまけに自分は不遜で尊大な小物だと語らせられて終わってしまったトホホ主人公の演技が良かった, 42.645520
シスターのために作った歌を相棒のヤセの前で披露するシーンは最高でした, 42.318595
今までで一番多く観てる映画だが、何度観ても、バクストンの大木の下にレッドがやってくる名画のようなシーンから美しすぎる太平洋のシーンまでは、泣かずにいられない, 42.068361
観ていて飽きないので、時間の無駄だったとは思わないが二時間テレビドラマの枠でいいんじゃないかとも思う, 41.943540
ちなみにジブリ系としては本当に久し振りに、ヒロイン役の声が安心して聞けたのは大きい, 41.889762
この映画スタッフもノリで作っているのでは…よくある設定ではあるものの、コメディとしてテンポの良い手馴れた作りのおかげで、最後まで飽きずに見られる, 41.852362
絵も教育テレビのアニメスペシャルの様で、これを劇場公開, 41.600952
何気なく取ってしまった電話が、なかなか切ることができず、切っても後からまたかかってくる・・・人間の心理をよくとらえた映画で、一見の価値有りです, 41.254001
猫が好きなのでまあまあよかったんですが、何とも内容がね～～耳をすませばも好きなんでね、一応見ることはできるのですが…まぁなんて言うか、つじあやのが良かった, 41.089913
不条理ものってあまり好きじゃないんですがこれはあまりそれを感じさせないから良かったＷОＷОＷでちょっとだけ解説を読んだのですが、それを読むのもやめたほうがいいくらい、ネタバレ、キャストは読まないほうがいい, 40.636597
人気ライトノベルシリーズのアニメ、でその劇場版がコレ, 40.197552
背景描写はジブリ特有の驚くほど綺麗で立体感のある絵であった, 40.093649
猫好きの人ってのは、猫が出てるだけで、喋ったり動いたりするだけで、もーやられちまうんスよ, 40.035607
）主人公が子供の頃、追いかけてきた白い子猫におさかなのクッキーを上げるシーンが猫好きの私にとってうれしいシーンであった, 39.994745
ＪＢファンの私としてはコミカルな演技や、相変わらず身軽な身のこなし、歌も歌ってしまいにはダイブまでと、お腹一杯の内容ではあるのですが、ストーリー自体は薄味というか, 39.944578
他のベストセラー原作邦画のように、いっそのこと別モノにしたほうがよかったんじゃないのかなあ・・・, 39.716708
異形のジャックやサリーなど出てくるキャラが愛らしいわけではないのに、見ているうちにストーリーに引き込まれみんな可愛く見えてくる, 39.250834
藤原竜也も全く期待してなかったのですが、思いがけず良くてダブルでびっくり・・・原作を知らなかったのが良かったのかも知れません, 39.075250
アニメじゃネコのフワフワ感が出せないよなぁ、実物のネコの方がずっと可愛いよなぁ、なんて思いながら見始めましたが、いや～、これいい映画ですよ, 39.065555
この手の作品は大きく失敗することが多いのですが、原作もドラマも未見な自分でも楽しむことが出来ました, 38.580942
ホネホネあの音楽、ムード、キャラクター、音楽、ストーリー、すべてにおいて「最高」, 38.392739
まぁ、そう言った内容なら感動モノになってしまいますがねぇ・・・とくに原作ファンではありませんが、コミックは７巻くらいまで既読, 38.112326
しかし、石神の犯罪心理は好感が持てるテーマであるのと、タイトルが良いので甘めに評価してこれ位の点数, 37.737490
猫の国に行くまでが長すぎ, 37.017072
ジャック・Ｂの表情や仕草、格好がいちいち面白くてツボに入った～彼が画面に映るだけで吹き出してしまった, 36.890421
歌も良かったし、アニメにしては気持ち悪いキャラクターで印象的でした, 36.770212
最後の落下シーンなんて、本家宮崎アニメに負けないほどの鮮やかさ、まことに天晴れ, 36.420989
死神デュークのCGも違和感なく画面に入り込んでいたし、何と言ってもＬ役の松山ケンイチさんの成りきりぶりに驚きました, 36.267953
クレイアニメに対する手間と情熱が、この世界のキャラたちに命を吹き込んでいる, 35.983858
2時間のテレビドラマではなく、ちゃんと映画だった, 35.903647
テレビドラマ（未見）からの映画化ということで、さほど期待せず見た, 35.708522
ジャックの家のドアベルや歩くバスタブなど、小物や背景も独特で、しっかりした世界観が貫かれていて素敵です, 35.685648
まあ、正直あまり期待してなかったのですが、劇場公開に先駆けて深夜に最初の１５分だけ放送という異例のプロモーションをやっていて、それをみてなかなかの出来じゃないか, 35.508339
原作は一応読んでますが、漫画は正直冗長すぎてついていけない感じが強かったのですが、この映画はけっこうバランスがとれていて最後まで楽しめました, 35.285862
細部にまで工夫をこらした魅力的なハロウィンの世界は、見る人を思わず引き込んでしまう, 35.088711
原作未読のまま期待せずに見たのが逆によかったのか、アタシはけっこう楽しめたわ, 34.980905
そして、その主演コンビを言わば「狂言回し」として存在させ、「真実＝X」を追い求める役割を与えることで、真の主役である「容疑者X」の立ち位置を確立させている, 34.616822
ティム・バートンの世界観は好きだけど、彼女に「コレは本当面白いよ、観て観て絶対観て」的な勢いで薦められて観たせいか、あんまり入り込めなかった, 34.572188
それ以外は、傑作である原作小説を高水準の演出で忠実に再現した完璧な作品と思います, 34.510147
またその上で一番大事な緊張感を与えるための演技も最高でした, 34.456709
個人的にオチよりオープニングや過程の作りが重要と思っているので、オチがどうこうで点数を下げるのは気が引けるのです, 34.211899
わたしはジャック・ブラックの百面相が楽しみだったので、その点は十分堪能したが、全編に流れる、すきま風が吹き込むようなうすら寒さはなんだろう, 33.686891
脱出成功のシーンとラストシーンは、本当に最高, 33.644227
レッチリの主題歌は歌詞内容こそ共通点がないものの、後編への期待をいっそう高めてくれる, 33.586241
ただ、あの独白のシーンは、無理矢理、倫理・道徳の観念にこじつけてオーディエンスにお説教を垂れているようでもあり、また映画の展開として在り来たりでもあり、個人的には何となく冷めました, 33.502049
時間を半分にして緩急きちんとつければ、傑作デートムービーを狙えるのに、なんでわざわざ原作マニア向けにしちゃうかなあ, 33.363568
個性的なキャラクターが縦横無尽に動き回り、エンディングで未来に希望が見えて感動的に終わるというわかりやすい展開がいいのです, 33.285442
この劇場版単独での評価は難しいけど、TVシリーズからの伏線が活かされたシナリオはとても面白かったです, 33.125709
しかし、クリスマスが終わった途端に「次ぎのクリスマスまであと３６４日しかない」と言い出す彼らが、たまらなく好きです, 33.076045
特にラストに至る展開のつじつま合わせや、大胆な伏線からラストの謎解きまでしっかりと筋が通っていてなかなか唸らせるストーリーであった, 32.965559
原作にないキャラを出すことによって、ライトの酷さをワンエピソードで説明出来てたのが上手いと思います, 32.244116
）を描いたようで、ちょっとお洒落な町並みであったり、猫とおしゃべりできたりとか, 32.188758
そして、１０日間での撮影を実現させたスタッフの皆さんに拍手です, 31.934159
おまけに最後にローレルが２人を救うシーンでは２人はエイリアンに襲われかけていたことに気づいていなかった模様・・・はぁ・・・本当にこんなんでいいんでしょうか, 31.905159
物語の謎解きもおもしろかったし、石神の自己犠牲の愛には素直に感動しました, 31.745226
でももし石神が数学者ではなく、昨今の法律家大量生産のせいで仕事にあぶれて安アパートに住むしかない弁護士だったら落ち着いて「靖子さん, 31.706332
キングの小説も凄いけど、その小説での表現をここまで小説に近い形で実現したのも凄い, 31.676005
お約束のストーリーではあるが、見る側も主役の視点になって未知の世界に足を踏み入れるため、その過程がやはり単純明快、痛快で面白いのだ, 31.647351
ディズニー版ハロウィンって感じのようですが、ティムバートン色はしっかり出ていました, 31.235529
この短さ、メインキャラがたった１人の密室劇としてはギリギリのところだと思いますが、こういう映画をハリウッドで、しかも監督ジョエル・シューマカーでやっちゃう時代が遂に来たんだナ～と感動しました, 31.147174
観客も軽いノリで鑑賞できる娯楽ＳＦです, 31.089017
ティムバートンのインタビュー見たが、十分クレージーな人みたいで天才を感じました, 30.825267
猫の可愛らしさが全面に出ていて良かったです, 30.579320
ドラマのガリレオは好きで見てました, 30.517208
ただ、コメディとしてのセンスは（アメリカ人にしか分らないのでは）自分の英語理解力が乏しい為にピンとは来ず, 30.464292
設定自体は面白いので映画化で原作の間違って行ってしまった方向をなんとかうまく処理出来たらかなり面白くなると思ってたので, 30.396368
今作の場合、堤真一が容疑者Xを演じることにより、よりリアルな形でその人間性を感じることができ、ある部分においては文体以上に「感動」を与えることが出来ていると思う, 30.223964
ピーター・サースガードの役柄が建築デザイナーであることを活かしたツリーハウスやガーデンルーム、中央に階段を配した印象的な居間、あるいは凶器となる工具（バール、万力）など、セットの高低と小道具を巧みにアクションに結び付けている, 30.199785
そして、ガリレオ役の福山雅治と対峙することにより、ビジュアルの異質さと、白熱する頭脳性が絶妙に混じり合い、映画世界ならではの塩梅を得られていたと思う, 30.185434
これほど素晴らしい邦画を鑑賞できるとは、今まで日本人やってる甲斐がありました, 30.134317
おかげでこども達は覚えた歌を歌いながら、ハロウィンのお祭り騒ぎに沸くTDLをスキップしておりました, 30.114000
ディズニーランドのあのマンションの六角形の部屋で他のお客さん達と思わず拍手してしまった・・・中は雪降ってたぞオイ, 29.796159
ラスト近く、キーファーが主人公の靴に少し触れるシーンは、格好良い, 29.523338
ティム・バートンならではという見た目のインパクトには凄いものがありますが、そこで語られるストーリーの底は浅い, 29.511401
アイドル俳優主演の邦画だけにどうなるかと思いきや、期待を大きく越えて結構よかったす, 29.418125
撮影はほぼ一箇所で行われているのにこの臨場感とスケールを感じさせる作りはどうだ, 29.099786
最新作のパート3を劇場で観たばかりで、おそらく最新作を観た多くの人が同じように思ったことだろうが、第一作目である今作を無性に観たくなり、TSUTAYAを巡り借りてきた, 29.033464
クレイアニメが細部まで凝っていて最高にかわいい, 28.733188
原作が成功したのですから、脚本は間違いなく傑作だと思いました, 28.661932
久しぶりに観ると、この映画が、スピルバーグを筆頭にエンターテイメントとしてのSFの何たるかを熟知している人たちによって、表面的に伝わる娯楽性以上に”しっかり”と作られていることがよく分かった, 28.520931
この監督、上手いですね～ 演出、編集、なかなかすばらしい～ 「私は貝になりたい」を観た後だけに（同じテレビ出身の監督でも）、差は歴然, 28.403253
トミーリー･ジョーンズが真面目な顔でやるコメディは、おもしろかった, 28.305135
原作の場面場面を思い出しながら見るにはいいかもしれないが、手に汗握るとかハラハラとかはわずかしか感じなかった, 28.049031
 レベルの低い映画では３時間かけても人物描写がいい加減なものですが、この映画はたった１時間ちょっとですが、この構成力は見事としか言いようがありません, 28.013801
すべてのキャラクターが個性的で生き生きしていて、夢の世界へ迷い込んだような気がします, 27.881765
つっこみどころが満載すぎたおかげで観た後に話題が尽きることなかった★実は…最後の試合の時子供達に泣いちゃって、、あんなべたべたな演出に…あまりに純, 27.798318
しかしコリンはこーゆー役合うよな～, 27.717348
 今までのジブリ作品に比べると尺が短いので楽に見れるのが好印象, 27.573480
でもまあ、ナチョの純粋さや、大金を手にしても変に色気づいたりしないでちゃんと目的のために使うあたりの誠実さには頭が下がりました, 27.564857
ストーリーは、主人公の巧妙な殺人だけに終わるのでなく、Ｌとの頭脳戦に発展していく辺り、目が離せませんでした, 27.400005
ハロウィンやクリスマスパーティーのBGMに最適では, 27.360445
こういうアイディアだけで成功したような、アメリカ人が喜びそうなコメディはたまには観たくなる・・ゴーストバスターズとか, 27.299460
 そんで主人公が現実世界に帰りたいと思うのって、前のほうが楽しかったとかじゃなくてハルヒが好きだからでしょ, 27.182504
良くできたストーリー、長さを感じさせない演出、随所で流れるほのぼのとした音楽、希望と自由というメッセージ、そしてラストの太平洋, 27.126781
もともとジブリ作品には大した期待はしていないつもりだったのですが、この作品はその期待をも裏切ってくれました, 27.088572
小さいお子様からお年寄りまで、家族揃って鑑賞できる娯楽映画, 26.930134
原作を読破した者としては、よくぞここまで頑張ったーという出来, 26.825272
オープニングのタイトルバックがホラーっぽい雰囲気で、後の内容と全くかけ離れているのが印象的, 26.314775
ただ、裏方の人形を動かす手法や、キャラクターの魅力は他を圧倒する素晴らしいものです, 26.296212
もっとウサン臭いCGで寒くなるのかと思ってましたが、そんなことはありませんでした後編を見てから改めて見直してみると、後編への布石がちゃんとあるところに好感が持てた, 26.248238
かつて流行った２画面ＴＶを思わせる画面構成をフンダンに採用, 26.242799
欧米の祝日の習慣を全部知ってたら、木についてた扉の意味が全部わかったのに自分に残念（＾＾；かなりコレ大好きです, 26.219189
感動して原作も読みましたが、脚本家が縁の下の力持ちだと知りました, 26.207681
池脇千鶴の声がハルにあっていた★展開がやたら早かったけど、それなりに楽しめました, 26.149861
 後編で活躍する 弥海砂 の行動の方が必然的で、説得力がある, 26.025635
せつなさと晴々さの余韻が絶妙で、この映画がアニメ映像での最終形なのかどうかまでは詳しく知りませんが集大成のようにも感じられました, 26.023659
原作未読で、先入観なしに見ました, 25.743765
まあこの映画が面白かったかときかれたら、ストーリーは何ともトホホなんですが、リック・ベイカーとILMによる湯水のような特殊効果に目を奪われて、気がついたら結構楽しめてしまっていたという感じ, 25.715863
ドラマも良かったんですが、映画でもその良さをくずさずに出せていて落ち着いて観賞できます, 25.688894
で、およそ映画的スケール感とは無縁の限定された世界の話であり、しかもプロットは極めてシンプルなだけに誤魔化しが効かず、より演出の緻密さが要求される, 25.440764
全体は水彩で描かれた現代風絵本って感じで、作画品質も決して低くありませんし、クライマックスにもちゃんとスペクタクルが用意してあって、充分楽しめるレベルの作品だと思いますよ、6点献上, 25.345311
さらにＤＶＤの特典で知ったんですけど、この映画がたったの１０日間で撮影されたなんて驚き, 25.257286
作品のクオリティとしてはTVシリーズの延長でしかないけど、変に凝った作りにされるよりは安定感があって良かったと思う, 25.245264
２時間以上の中だるみの多い最近の映画に比べ短い尺でキッチリ楽しませてくれる映画の方がいいですよね, 25.229971
ラストの何かを掴み、自信に満ちた歩みもジブリだね, 24.846117
1回目は感動し、2回目は涙が出ました, 24.809071
人の意見は千差万別であるにもかかわらず、これだけの人が皆高得点をつけるっていうのは凄いですね, 24.685577
トリック自体は意外と稚拙で、序盤で推測可能ではあったけど、論理的に構築された計画を紐解いていく過程を楽しむという意味では非常に楽しめた, 24.622974
いかの奥さんの出産でウィルスミスがやられているシーンが一番最高です設定云々は馬鹿らしいんだけど、それなりに楽しめた作品, 24.571225
スクールオブロックの出来を期待しただけに、余計におもしろく感じなかったかも, 24.321163
声優陣は豪華だけれど、斉藤洋介さんの声を聞くとあの顔が頭に浮かんでしまう, 24.198368
湯川と石神のトリックの見破りを濃く描いた方が、面白い作品に仕上がったのではないかと思います, 24.110184
ストーリーに完璧にフィットするウィル・スミスはみていて好感がもてる, 23.945065
観終わった後の感動や余韻を楽しむのじゃなくて、ただ気持ちよく90分過ごしたい時にいいかも, 23.944097
ネコはネコでリボン白猫の話とかなかなか目頭が熱くなるし、いいです, 23.823559
２冊目のデスノートの存在は後編までお預けにしといた方が面白くなったんじゃないかなあ, 23.593973
同じ原作者の作品でも、監督が違うとどうしてこんなに出来が違っちゃうのかなぁ, 23.567902
漫画はとても面白かったですが、映画の方は期待を越える出来ではありませんでした, 23.498308
ガマンにガマンを重ねて、みたいなエピソードとか伏線とか、あと５分でいいから入れていたら、全然印象違っただろうに, 23.423301
夜中にやっていたアニメをたまたま観たんだけど、そちらの方が心理戦の要素が緻密に描かれていて面白かった, 23.218836
雰囲気、音楽、セット、内容全部満足, 23.133966
あのダークさもティム・バートンだからこそ表現できたし、好きになれました, 22.978418
でも今まで見たジョエル・シュマッカー監督の映画では「フォーリング・ダウン」以来久しぶりに素直に面白いと思えた, 22.968407
やけに自由な雰囲気の所内、お決まりの看守や囚人による虐待、凄い勢いで過ぎ去っていく時間, 22.961180
ひとつの場所でのみ展開しているとは思えない程のストーリーの広がり, 22.945203
ジャックも好きだけどロック・ショック・バレルが超ワルで一番好き, 22.887906
子供達の表情がなんとも言えず味わい深かったのと、登場人物があまり喋らないのが面白かった, 22.807390
主演をビジュアル重視の新人イケメン俳優にしていたら、それこそ観れたものでは無かった, 22.665260
石神のキャスティング含めて映画化にはとても期待していました, 22.518109
