レビュー文, スコア
ディズニーらしい映画で無論なハッピーエンドだが、感動的で音楽や映像美がさらに感動を呼ぶ感じで観終わった後の爽快感ときたら・・・まさに話題沸騰で、テレビでは連日「ありの～ままの～」が流れている, 79.803888
誰もが持っている少年（少女）の頃の思い出をオーバーラップさせることで、彼ら４人に感情移入して行くのだと思います, 79.410578
もう戻ることのできないただ一度だけの少年時代・・やはり一瞬、一瞬を大切に今を生きたいとおもいます, 79.157195
確かに都合よく進みすぎ、お話にひねりも効いてない、主人公無双、対象年齢は低くアクションも普通ですが、海と空の形がない背景が新鮮で、テレビでやってたらチャンネルを変えずになんとなく見てしまう魅力があります, 78.652113
メインのレリゴーだけでなく、劇中のほとんどの曲がヒットして、今やカラオケの上位をアナ雪が独占するほどですから、「映画産業を活性化させる」という点において、評価できる映画なんだと思います, 77.443924
ただこの作品の秀逸なところは、この設定がいかにも近未来にありそうなリアルさをもっており、観客を作品世界にひきつけることに成功していることだ, 76.544306
私の小学生時代の夏の思い出は、近所の堤防がどこまで続いているか、友達と確かめに出発したこと, 72.724838
まあ、ストーリー展開はベタベタの王道で、なんの害も罪もない安心ヒーローものですが、映画で見せたいのはストーリーとかメッセージじゃなくて「ウォーター・ワールド」の世界観とか雰囲気だと思うので、そしてそれが十分出せているので自分の評価は良いです, 72.409117
ケビン・コスナーがドツボにハマったコトで一躍世界にその名を轟かせた海洋冒険アクションの迷作がコイツ, 72.090089
ふるさとを離れ異国の空の下で今、友達は元気だろうかと思う友情のすばらしさを教えてくれたこの映画、何度観てもあきませんね, 71.995295
本当は満点つけたい所ですが、３Ｄで観たものの「アバター」ほど立体的描写に感動がなかったことや、深田恭子さんの声がちょっと違和感あったので－１点, 71.172824
そして大人になった僕らはあの頃の少年に戻れずそれぞれの人生を歩んでいる, 71.085845
最初は若いとき見てそれ程思わなかったのだが、30を過ぎ、子供も生まれてまた見たら、自分の小さな頃の事とかいろいろ思い出してきました, 71.046259
問題は、その“SFらしさ”と“スピーディで豪快なアクション”という両者を繋ぎ合わせるために、“映画中盤で背景を全部説明してしまう”という安直な方法を取ってしまったこと, 69.977643
コンピューター管理社会の中で主人公が自分たちの正体に気づくまでが近未来描写（博物館内に流れてそうなメッセージ映像は結構好き）を織り交ぜてミステリータッチで展開されていく, 67.623005
マイケル・ベイ監督の作品は基本的にストーリーは陳腐だが、映像や音響など補助の部分で映画としての価値を高める, 67.153812
子供の頃の気持ちに戻って作品を観ることができました, 66.908613
また、クローン人間にも記憶が宿っていたというくだりは、（映画では話の辻褄合わせ程度にしか扱われていなかったものの）作り物にも魂は宿るのだという感動的な解釈であったはずです, 66.856711
中学生の頃に初めてこの映画を観た時、何故この映画が名作と言われているのか理解できなかった, 66.538275
アクション映画としてはすばらしいが、しかしヒューマンドラマとしてはヒロインや少女に冷たく当たり乱暴をする、主人公の冷えきった性格は気になった, 66.523853
重いメッセージを扱った作品ながら、見事にエンターテインメントに仕上げてしまうベイの才能には脱帽であり、またクローン施設や近未来都市の造形などのビジュアル面でも大変興味深いものがありました, 66.327908
キングの原作では音楽を使って時代描写をすることが多いが、監督はそれを上手く演出していると思う, 66.239653
ただ、これではかったのは映画が大ヒットするっていうのは内容が完璧である必要はなく、万人が６０点以上ということと、プロモーションということなんでしょうね, 65.311542
今まで何回も見てきて、おそらくこれからも何回も見るであろう我が人生の一本, 65.167075
だから、これから先何十年生きられるか分かんないこの短い人生を、あの少年たちのような心に残る冒険でいっっっぱいにしていこうって思った, 64.752325
ロボットやクローンが主人公というのも、昨今の近未来を舞台にしたＳＦ映画では珍しくもないが、前述した意味において本作はもう一つの「Ａ, 64.750717
展開がすぐに読めてしまうのはこの手の映画ではお約束なので、それはまあ良しとするしかないですが、SF的なお約束ディテールもしっかり入ってますし、映画が大詰めに入ってからの展開が意外に速いテンポで、しかもなぜか延々と続くため、見応え感はかなりあります, 63.446696
子供の頃意味もなく秩父の山奥に自転車で行ったことを思い出しました, 63.314271
）映像は美しく、雪や氷の質感は驚くレベルで、歌も楽しく、素晴らしかったですが、ディズニー作品にしては「作られた感満載のストーリー展開」には残念ながら、感動出来ませんでした, 62.628454
別に成長したアリスと言うことで問題はないんですが、同じ18歳にしてももう少し少女らしさを留めた女優さんを選んだほうが作品の性格にあってたのでは, 62.170980
このアメリカ版を観た後に日本のオリジナルを観たけど、個人的にはアメリカ版の方が面白かった, 62.053970
この手の映画はカッコ良いことがポイントなのに、そこで観客の心を掴めなかったのでは、いかにスペクタクルにお金を注いでも映画は良くなりません, 60.842260
「アリス」実写に最も適しているのはティム・バートンだと昔から思っていましたが、実際相性抜群で、なにより原作に敬意を表し、愛情たっぷりに演出しているのがグイグイ伝わってきました, 60.579091
友情の素晴らしさ、そして、少年時代の思い出の清らかさや美しさを改めて実感させられた作品でした, 60.296421
未知の陸地にたどり着くためのキーを握る少女を狙うギャング団と、主人公が戦いを繰り広げる、ハードSFアクションの大作, 60.183771
キング、死体、線路、大好きなベン・Ｅ・キングの曲など、わくわくするもの満載なのですが・・・期待しすぎていたせいかもしれないです, 59.984063
全体的に気色悪いうえ、地上波での鑑賞なのでカットがあるせいなのか話の意味が分からなかった鑑賞前に某サイトで評価の低さを知り期待せずに鑑賞できた, 59.911785
マイケル・ベイお約束のアクションシーンは今回もド迫力であり、期待を裏切らない, 59.647020
幸い、映画館では誰一人として歌う人はいなかったが、YouTubeにも1曲丸ごとアップされている例のシーンが流れた時は周囲の反応が気になってしまった, 58.343730
しかし、後半はアクションシーンに力を入れたためか、話が雑になり、盛り上がり方も中途半端なまま釈然としないラストを迎えてしまった, 57.193850
気の合う仲間と旅をしたくなりますこんな友達がいたらなぁー・・・今の自分ももう少し変わっていたのかも, 55.025785
小学生の頃、ひみつ基地や冒険にあこがれていたことを思い出しました, 54.222513
映像世界の魅力だけで迫るのであれば、誰も観たことがない未知なる映像世界の「追求」が無ければ、観客のカタルシスはもはや得られない, 53.648916
とりわけそれぞれに悩み事を抱え、人生の入り口に立ち揺れ動く心を捉えた初々しい少年たちの描写は見事と言うしかない, 53.581455
そもそも、超有名なこの児童文学は、初版のジョン・テニエルの挿絵から始まって、ディズニーアニメまで、多くの人がタイトルを耳にした瞬間に画が思い浮かぶという思いっきりポピュラーな作品である, 52.735541
ただし、そんなことは、ようやく作品自体も観た上で「ありの～ままで～♪」と得意気に歌う愛娘にはどうでもいいことだ, 52.089712
そして、第一作目「バイオハザード」は、彼女を“スーパーヒロイン”アクション映画の象徴として確立した秀作だからだ, 51.977020
もう何回観たのか気が知れない、そのお陰で今では冒頭のスタンド・バイ・ミーのメロディが流れ始めた時から早くも泣いてしまう, 51.514134
俳優に関してはジャイモン・フンスーとショーン・ビーンの二人が役のイメージにピッタリで存在感があったのだが、フンスーの心理描写がおろそかなために後半の彼の行動が説得力にかけるのが残念, 51.312100
今、１２歳くらいな子どもでも感動できるが、大人になってからの方が感動できるからだ, 51.183871
設定はお城や魔法など古風ですが、出逢ってすぐに結婚したいなど、現在的な恋愛観を取り入れているところは、時代が変わったのだなぁと、つくづく感じました（私が年を取ったんだなぁとも実感しました, 50.948109
が、肝心のアクションシーンがどこかで観たものの焼き直しでは、この監督の作品を観る価値が無くなってしまう, 50.709673
立てこもりってのは、映画においてとても魅力的な題材（だと思っているので、私の中では、巨大生物の島とか巨大クモ軍団の襲撃とかいった困った作品も、名作に分類されている）, 50.668473
年に数回くらいしか会わんけど一生涯の友達のことを, 50.466260
おまけに見終わってビデオを止めた時に映ったワイドショーで渥美清の訃報が流れていて、そっちのほうにインパクトがありすぎてただでさえ印象の薄い映画なのに余計に印象は薄くなってしまった, 50.463201
とりあえず冒頭のデニス・ホッパーが味方に撃たれるシーンの「こりゃだめっぽ」って感じの表情と、機銃を乱射してた奴がマスクはずしたら意外と間抜けな、ある意味可愛い顔してた点が一番印象に残っているか, 50.395836
そしてもちろんこの人、ユアンさんのファンなのでアップのシーンがたくさんあり、満足満足でした～♪そして3時間映画に慣れているせいか、皆さんのおっしゃるように長いとは感じませんでした, 50.182614
ただ、陸地が海に沈んだ未来世界を、セットや小道具に至まで、ここまで説得力豊かに描き出したディテールへのこだわりは十分”センス・オブ・ワンダー”たり得ている, 49.968906
原作の持っているノスタルジックな想いが、的を得たキャスティングと演出および美しい撮影で見事に映画化されていて、見終わった後、素直に感動できる作品だと思います, 49.915591
どうも、ケヴィン・コスナー主演作ゆえに叩かれている本作ですが、意外なほどアクションをうまくこなす彼を含め、決してバカにしたもんじゃない快作だとぼくは思っています, 49.903070
僕が子供の時にこの映画を観て感動しなかったのはその為だろう, 49.729386
話はダレることなくテキパキと進んでいき、アクションの迫力は超絶, 48.889185
日本人の男で「不思議の国のアリス」のあらすじを理解している人は少ないと思うが、知っていればもっと楽しめたのかも, 48.682489
その他全ての出演者が活きていましたし、まさにアリスの入りこんだ不思議な世界を体現できる至福の２時間でした, 48.634727
死体を見つける旅、というのも子ども心にすごくわかる気がする｡もう少し成長したらつきあわなくなる友達とも、この年頃は微妙な接点があってつるんだりするんだよね, 48.609713
特別ケビンコスナーに期待してないので私的にはあれで十分なのだが・・・もっとつまんない映画一杯あるし、海っぽさは出てたよ, 48.321392
ワンダーランド内のキャラクターたちは1部、可愛らしかったけど肝心の話が急すぎて、アリスが突然、精神的に成長したようで共感できませんでした, 48.290246
“子供向け”であることは、ある意味当然のことなのだ, 47.557291
今までの人生の中で、何十回も繰り返し観た, 47.521267
既成のイメージ、昔の３Ｄを今の３Ｄできれいにトレースしてみましたという印象, 47.249897
それはべつに立派という意味ではなくて、それぞれの子供が家族のことで悩んでいる, 47.219892
CGよりも実写にこだわっただけに、重量感のあるアクションシーンはかなりの迫力で、見応えがあった, 47.009970
しかし１回ではなく、何回か見ることで、この作品の良さ（味）が分かって来るのだと思う, 46.881975
スティーブン・キング原作でベン・E・キングの主題歌, 46.637560
見るまではくらーい映画かなぁと思っていましたが、悪役とのカーチェイス等アクション満載でちょっとびっくり, 46.225885
物凄い興行成績を叩き出している大ヒットぶり自体は、明らかに大衆の過剰反応だと思えたので、必然的に超ロングラン公開を横目に結局劇場鑑賞は敬遠してしまった, 46.189345
CMで彼らがクローンだと言う事は分かり、クローン元の本人と会う所まで丁寧に紹介してくれていたので、ほとんど期待せずに見ました, 46.169352
マイケル・ベイ自身が言っているとおり、この映画は純然たる「ポップコーン・ムービー」であり、その意味では楽しめる作品だ, 46.075846
ただ、このハリウッド版の最後のたたみかけるテンションの高さは、日本版より評価します, 45.290160
まあ、最近、古いＢ級映画ばっかり観ていて、しかもまったく意味不明のやつやら、チャチーのばっかりで、久しぶりに、最近のちゃんとした映画を観れたってのもあります, 45.213672
個人的には、子供たちの”いじめ”を正当化しているようで好きにはなれなかったが・・・雰囲気が好きです、こういう映画, 44.652586
映像や音楽は素晴らしいのですが、ストーリーが粗いので、ディズニーファン向きの映画という気がしました, 44.639586
やたらスケールのでかい物語と、ちゃっちゃかしたアクションシーン、どうでもよい人間ドラマ、適度なエロ, 44.550708
最後、クリスが手を振って消えていくシーンは、リバーの人生と重なって涙が出た, 44.504075
（ネタバレ）この映画を一番最初に見たのは小学生の頃, 43.353418
スティーブンキングの小説で映画化された中で一番好きです良かったんだけどヒルが気持ち悪かった, 43.066865
作品4点、3D効果でプラス1点, 42.820948
今うちが通っとる進学塾の、いつも陽気で自由気ままな先生が1番最近にみせてくれた映画, 42.696908
金がかかっているだけあって異空間への旅が楽しめる点のみ評価できる金を湯水みたいに使ったくせに、酷くつまらない, 42.683130
ただ、映画館で１８００円払って観たのなら座布団の１枚でも投げたくなっただろうけど、あらかじめ私好みでないことは予想出来ていたので、逆にツッコミながら楽しく見れたのが良かったです, 42.283488
主人公は後に２人の子供をもつようになり、一番の親友は、先に逝く, 42.220523
私は、自分自身の思い出に抱く感情（楽しい、なつかしい、せつない、など）がこの作品に対する感想になっています, 41.548775
このタイプの映画はあまり見たことがなかったのですが、曲の疾走感、映像の美しさとも素晴らしかったです, 41.242910
公開当時、２０才そこそこだった私は、あまりにも青春のまん中過ぎて、この映画が持つ胸を締めつけるような切なさを、まだ感じとることができなかった, 40.038077
が住んでいるという設定も日本人の自分には現実味を感じさせない設定だ, 39.858163
頭部が異様に発達したクイーンがものすごいインパクトであり、アンハサウェイのメイクも動きも気持ち悪くて、一番の癒しはチェシャ猫がマッドハッターの帽子をフミフミするシーンであった, 39.757405
そして、その実行者として、現在の映画界においてティム・バートン以上の適役は無かっただろうとも思う, 39.717784
もっとも、上映時間をあと３０分短くして、主演をヴァンダムあたりにして、そしてテレビで見る、というのがちょうどいいレベルの映画ではあります, 39.688256
今まさに、この瞬間がノスタルジーの対象となることを自覚しながら、もっと高くへ、もっと遠くへ、と少しずつ踏み切り台に向かう中学生だった私達, 39.616732
が、小学校の頃って良かったなぁ（松本人志風）、ってな退化嗜好を愉しむ点では同じなんだろうな, 39.322257
余談ですが、私の希望で泣く泣く禁煙してもらっている旦那を誘って一緒に観たのですが、煙草のシーンが結構多くて（食後の一服がウマイとか）映画の筋に全く関係ない部分でハラハラしてしまった, 39.246980
が、しかしＲ・ライナー監督の天性の明るさと、夏のまぶしい陽光を浴びた少年たちの無邪気な姿に救われる思いだ, 39.225591
ただこれから時代が移り変わって行くに連れてどう評価が変わろうと、僕にとっては永遠に錆びることのない不朽の名作です, 38.725286
何か「マッドマックス」を見てないせいか別に海洋版のそれだとか思わなかったし、Ｋ・コスナーが格好いいです, 38.708154
バートンの世界観は好きなので甘点ですが、個人的にこれは繰り返し観たいまではいかない作品だなぁ, 38.647042
アリスの原作を良く知るファンとっては面白い要素も少しはあったが、そうでない人にはお勧めしません, 38.387088
という点は御愛嬌だとして、最初の方で色々と前置きみたいなシーンがありますが、主な物語は、無数のアンデッドたちに取り囲まれた建物に立てこもった人々の脱出劇です, 38.236894
確かに子供向けかもしれませんが、それを大人になっても純粋に楽しめる自分でいられて良かったです, 37.903445
ぼくも当時、学校に行って帰るというだけのこと、そこには友達がいて、欲しいものは何もなかった, 37.875791
最初見たときは１２歳くらいで、そんなもんなんかなーとかおもったくらいだったけど最近見たらものすごく感動した, 37.803655
クリスのセリフ、顔が見たいために何回も見ちゃうよこの映画, 37.753518
また、この作品の肝であるキャラクターに魅力を感じなかったため、作品自体にも魅力を感じなかった, 37.602863
私も結構良かったと書きましたがあくまで子供向けとして良かっただけで、大人がハマるよう映画では無いですね, 37.569121
前作で超能力まで仕入れてスーパーサイヤ人並みになったアリスは冒頭で普通（, 37.461102
３０を越えた現在でも、俺が今を見つめて生きていられるのは、この時の８つの輝く瞳のおかげだ, 37.205703
世界観が気に入ったのでこれに似ていると言われているマッドマックスも見てみたら、実はこれ、なんとただのパク（略さよなら、ケビン, 36.894304
監督の世界観を細部まで楽しみたい方には、2Dでの鑑賞をおすすめします, 36.342657
もっと成長して大人になったときにこの映画のまだ見えていない所がわかるのだろうか, 36.253976
期待していなかった分、予想よりはだいぶマシでしたがレリゴーの歌は英語版のほうがドラマチックだと思いました, 35.930749
15年経って最近レンタルしてみたが、あの時の感動がなかった, 35.837314
１２歳ですでに大人の風格をもつ子供たち, 35.607061
ハッとさせる絵作りや独特な恐怖感が僕はけっこう好きだけど、テンションを維持させることがこの人は本当に下手, 35.605489
あんなに友情を深めていた友達が、バラバラの道を歩んで行くのには、正直感動しました, 35.456693
あんな風に分かり合える友達がいたら、人生頑張れるのにな, 35.407634
制作費の大半がケビン・コスナーの例の部分に使われたというのは本当ですか, 35.399895
でも４点ほどつけられるくらいはおもしろかった（笑お金がかかっている割には普通でしたね, 35.238078
しかし、それだけに肝心のアクションシーンの迫力はさすがである, 35.040263
何より冒険に憧れていた時代もあったので、共感できる部分がたくさんあった, 34.968456
希望にあふれ、天使のような世界を夢見たかと思えば、自分の心のどこかにいる恐怖心が、うまく説明できない悪夢を見せたり…, 34.845600
僕は、日本版にあったチープさが薄れて、上質なカメラワークや音響になったと思いました, 34.681902
現在の主人公が思い出のごとく、解説しているのがまた良かった, 34.302411
マッドマックスに似た雰囲気ですが、あれは２０年の前の映画ですからね・・, 34.279895
僕も映画を見終わった後昔の友人のことを思い出しました, 33.571926
僕は様々な青春映画を見てきましたが、未だに本作を超える青春映画には出会っていません, 33.340288
そしていつものティム・バートン通りのダークで気味が悪い映像は相変わらず魅力的でした, 33.204208
設定的には結構惹かれたんですが実際観てみたら、2回目観ることはないかなぁ・・って思いました, 33.148955
解説している人もいるようだが、いったい何人の人が１回観るだけで理解できるのであろうか, 33.010136
あんな友達が12歳のとき絶対いたはず, 32.635045
そしてベン・Ｅ・キングの主題歌が、本作を傑作にした, 32.622623
アリスの行動のドリフト＆トランジションは、女性のキャリア論的視点でみても、よくできていると思う, 32.532111
願わくば彼らが人生の道を踏みはずさんことを, 32.526158
映画を観るくらいだったらＵＳＪのアトラクションの方がずっと楽しめる、全く印象に残っていない作品, 32.334078
特に冒頭の施設の中の設定や背景やアイテムデザインなどに、センスの良さを感じました, 32.017731
一緒に観た嫁は、こりゃ10点評価で２点くらい、何が言いたいのかわかんないし、オチもすっきりしないし、グロばっかりだしって言ってました, 31.781882
映画館に入って、子供が多く「しまった、字幕にすれば良かった, 31.659300
息子（８才と１０才）と一緒にＢＳで見てみたら、信じられないくらい涙が溢れてきて、自分でもびっくり, 31.400026
年齢重ねてもああいう旅を一緒にできる仲間がいるのが自分はとてもうれしい, 31.400026
ティムバートンとジョニデの組み合わせで面白かった映画が、私には思い当たらない, 30.931942
アロマの人可愛かったですwこの作品を見てしまったこと自体がハプニングであった, 30.829620
アリスも何を考えてるかさっぱりわからないし、ムカつくキャラだしで、感情移入もできず終わってしまった, 30.699529
 オープニングのユニバーサル～ケビンコスナーの一服の流れは秀逸, 30.554475
今のぼくが初めてこの映画を見たら、素直に感動できないかも, 30.442274
ラストの閉ざされた居留地から地上への脱出の構図は、まさに奴隷解放のイメージそのものであり、それを実現したのが“リンカーン”というのは、シャレだろうか, 30.418787
もし監督がロブ以外だったら、間違いなく、ここまでの傑作の映画にはなっていなかった事だと思います, 30.319310
個人的にはもっとひねりのある、謎なストーリーを期待していたので、少々残念でしたが、楽しく観ることはできました, 30.171814
でも何年かたってNHKで放送してるのをぼーっと見てて、この映画のすばらしさがわかりました, 30.015651
更に主人公を含め、全ての登場人物に魅力が無く、感情移入できない, 29.987227
人の、過去に対する郷愁を利用して、この映画は至高の一本として存在する, 29.961526
スローで水の表現や飛んでくる刃物などのアクションを入念に見せてくれます, 29.673524
ようやっと観ることが出来たので、ネット上にＵＰされている○○弁Ver を楽しむことができる, 29.644681
なんせ日本版に比べりゃすっきり垢抜けしてたし、なんかストーリー的には分かり易かったのだー, 29.589314
おそらくガタカの監督がこの映画を撮ったら全く違う色彩の映画になったと思うが、これはこれでいいのではないかと思った, 29.475698
3Dにて鑑賞、がアバターほどの感動は得られず, 29.452806
美女と野獣とか複雑じゃない分かりやすいストーリーがディズニー映画は楽しめますね, 29.414004
最後まで、ティム＆ジョニーワールドを息抜くことなく楽しめる, 28.743212
大ヒットの要因は誰が観ても明らかで、一にも二にも音楽とビジュアルのクオリティーの高さだろう, 28.605159
現在の３人のゴードン、テディ、バーンの俳優の現在が見れた, 28.598628
それは映像の美しさ、展開のスムーズさ、出演者の演技等、ファンタジーとして必要なすべての要素が織り込まれていたからだと思います, 28.446366
自分の意志を持ち、行動しなければ、どんどん自分がなくなっていくに違いない, 28.316449
新八犬伝（昔ＮＨＫでやっていた人形劇）見てるみたいだ」とか「歌のシーンでも話を進めるのは偉いな, 28.004231
しかし今回はその点がある意味で逆に良い効果を作品に与えていたと思います, 27.985869
もう少し、オリジナリティを期待したのだが・・・ティムバートン好き、アリス好きな私にとって期待せずにはいられなかった, 27.961188
お金をかけた割には普通の作品, 27.856120
こうして、ここで語っていられるだけでも、あの頃の出来事に価値はあったのかも, 27.806732
でも、この世界観をすんなり受け入れられる一部の人（たとえば僕）には素直に完成度の高さがわかるのではないのだろーか渡り廊下, 27.542464
でも、リバー・フェニックスはもちろんのこと、子役たちのうまさは文句なしです, 27.227840
テーマもずっと海の上で、独特な構造の船とか世紀末的な感じとか好きです, 27.141151
だいたい、こうやって期待感MAXで見に行くと、期待値以下で終わる事の方が多いけれど、今回は、本当に良かった, 27.123813
が、正直なところ、パート4となる今作については、劇場に足を運ぶつもりは無かった, 26.994673
海ばっかりなのでお金かかってないなーと思いきや、意外に制作費高くてビックリした, 26.930134
リヴァー亡きあと、４人の中で一番出世したのがバーン役のジェリー・オコネルだというのが、意外やら面白いやら, 26.777341
序盤つまらなそうにしていたアリスの成長を感じられたのは良かった, 26.370747
もちろん便乗鑑賞だが、「映画館で主題歌を合唱する, 26.290633
登場人物が多いためか、見せ方はいろいろ工夫されているけど、ストーリー自体は単純明快で妙味はなし, 25.878794
見所を全て流してしまう手法は『マトリックス』の際にかなり批判を浴びたはずだが・・・CMの時点で既にネタバレしていたのが印象的でした, 25.867997
そこでは、「物語（ドラマ）」ですら映像＝音響のための“口実（エクスキューズ）”なのだ, 25.812670
昔、僕にもこの映画に出てくるヤツ達みたいな仲間がいました, 25.163621
繰り返すが、一番残念なのは、ユアンの眼の中に入っていったカメラ小僧たちが何の活躍いたさないところ, 25.163220
オビ＝ワンのユアンはとてもキュートだったのに･･･トムの方がリンカーンより登場人物としては魅力的だったなー, 25.083081
（って、なんのこっちゃ）兎にも角にも「レリゴー♪」こういった映像が主流になるんかんぁ・・・とってもとっても良く出来たゲームの画面みたいに思えちゃう, 24.918019
デート等で観て、「面白かったよね～」とか、「自分のクローンが訪ねてきたらどーする, 24.828515
この作品も、シャラマン作品らしく人によって評価がわかれるとは思うが、私は好きだ, 24.816367
前席の初老のオヤジ、キョドった雰囲気で何を始めるのかと思いきや上映前にイキナリ仁丹を口にしやがって、くせぇーだろ, 24.575433
へこんだとき、いつも無性に観たくなって、で、その度元気をもらってます, 24.509766
みんながみんなそれなりに辛い人生を送っててへこたれそうになるけどもやっぱくじけない, 24.141569
八景島シーパラダイスにミッキーマウスがいたらおかしいけど、何回か見たら慣れるかもしれないし・・・, 23.918425
登場した兵器や船が見たことの無いもので新鮮でした, 23.865537
制作費の割にB級クサいのは確かだが、こういう雰囲気の好きな人には受け入れられるのでは, 23.505549
ちょうど、登場人物と同じくらいの歳に見たのですが、共感できる映画でした, 23.293772
ストーリー、音楽、雰囲気ともに、ジャストでベストだった, 23.111869
USJのアトラクションは、面白いが、本題の映画は・・・突然ですが一句読ませて下さい, 22.884752
ただその流行ぶりはやはり物凄く、どれくらい凄いかというと、当然映画なんて観てもいない3歳の愛娘が、「ありの～ままで～♪」と歌い出すほど, 22.884752
